video_id,influencer,platform,sentiment_score,sentiment_label,primary_emotion,secondary_emotion,formality,energy_level,humor_level,rhetorical_mode,authenticity_score,controversy_potential,shareability_score,confidence
7564450157283101966,Aiyana Figueroa _aiyanafig,tiktok,0.9,very_positive,anticipation,joy,conversational,very_high,0.3,informative,0.8,0.05,0.9,0.95
7564856174839975223,Aiyana Figueroa _aiyanafig,tiktok,0.9,very_positive,joy,surprise,casual,high,0.3,persuasive,0.8,0.2,0.85,0.9
7564950765312265485,Aiyana Figueroa _aiyanafig,tiktok,0.8,very_positive,anticipation,joy,conversational,high,0.3,persuasive,0.6,0.1,0.8,0.9
7565207124955942199,Aiyana Figueroa _aiyanafig,tiktok,0.8,very_positive,joy,anticipation,conversational,high,0.2,entertaining,0.4,0.1,0.7,0.9
7565577121960103181,Aiyana Figueroa _aiyanafig,tiktok,0.7,positive,joy,anticipation,casual,high,0.7,entertaining,0.6,0.1,0.8,0.85
7565623266602175757,Aiyana Figueroa _aiyanafig,tiktok,0.6,positive,joy,anticipation,casual,high,0.8,entertaining,0.7,0.1,0.8,0.9
7565970844959132941,Aiyana Figueroa _aiyanafig,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.2,persuasive,0.6,0.1,0.85,0.9
7566822153694317838,Aiyana Figueroa _aiyanafig,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.7,entertaining,0.8,0.1,0.8,0.9
7567083431029378359,Aiyana Figueroa _aiyanafig,tiktok,0.8,very_positive,joy,anticipation,casual,very_high,0.6,persuasive,0.6,0.1,0.9,0.9
7567421023373643022,Aiyana Figueroa _aiyanafig,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.2,informative,0.7,0.05,0.8,0.9
7567800994319338807,Aiyana Figueroa _aiyanafig,tiktok,0.6,positive,anticipation,joy,casual,moderate,0.1,entertaining,0.6,0.1,0.7,0.3
7568958446872038669,Aiyana Figueroa _aiyanafig,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.6,entertaining,0.7,0.3,0.8,0.9
7570063006206266679,Aiyana Figueroa _aiyanafig,tiktok,0.9,very_positive,joy,anticipation,casual,very_high,0.1,persuasive,0.3,0.1,0.8,0.9
7571138196793199927,Aiyana Figueroa _aiyanafig,tiktok,0.7,positive,joy,anticipation,casual,moderate,0.1,persuasive,0.4,0.1,0.6,0.6
7571164427710614839,Aiyana Figueroa _aiyanafig,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.1,persuasive,0.4,0.1,0.7,0.9
7571901998715374903,Aiyana Figueroa _aiyanafig,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.3,persuasive,0.6,0.1,0.8,0.85
7572281645282135309,Aiyana Figueroa _aiyanafig,tiktok,0.95,very_positive,joy,anticipation,casual,very_high,0.1,persuasive,0.8,0.05,0.85,0.92
7573748632856382734,Aiyana Figueroa _aiyanafig,tiktok,0.8,positive,joy,trust,casual,moderate,0.1,persuasive,0.4,0.0,0.7,0.9
7574138201900698894,Aiyana Figueroa _aiyanafig,tiktok,0.9,very_positive,joy,anticipation,casual,very_high,0.2,entertaining,0.6,0.1,0.8,0.9
7574262143026056462,Aiyana Figueroa _aiyanafig,tiktok,0.85,very_positive,anticipation,joy,conversational,high,0.1,persuasive,0.7,0.1,0.8,0.9
7574866621450161463,Aiyana Figueroa _aiyanafig,tiktok,0.9,very_positive,joy,anticipation,casual,very_high,0.3,entertaining,0.7,0.1,0.85,0.9
MS4wLjABAAAA0kl7-RW6fo1CwS3lUfZ9sEdXymm23o0SseevlT025PQ3g7-nKfRchCuJP7Fszozo,Aiyana Figueroa _aiyanafig,tiktok,0.0,neutral,neutral,neutral,casual,moderate,0.0,informative,0.0,0.0,0.0,0.0
7568108629547617566,Bobby bobbyzworld90,tiktok,-0.3,negative,sadness,fear,casual,low,0.1,persuasive,0.7,0.4,0.3,0.4
7568200709955439903,Bobby bobbyzworld90,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.2,inspirational,0.7,0.1,0.8,0.8
7568470234152176926,Bobby bobbyzworld90,tiktok,0.7,positive,anticipation,trust,casual,high,0.2,persuasive,0.7,0.6,0.7,0.85
7568547084660411679,Bobby bobbyzworld90,tiktok,-0.6,negative,anticipation,disgust,casual,moderate,0.2,confrontational,0.7,0.7,0.6,0.6
7568621976474930463,Bobby bobbyzworld90,tiktok,0.0,neutral,anticipation,trust,conversational,moderate,0.0,informative,0.7,0.2,0.6,0.3
7568667302174952735,Bobby bobbyzworld90,tiktok,0.7,positive,joy,anticipation,casual,high,0.2,informative,0.8,0.3,0.6,0.85
7568823173408476446,Bobby bobbyzworld90,tiktok,0.1,neutral,anticipation,trust,casual,low,0.0,persuasive,0.7,0.2,0.4,0.8
7568866408138902814,Bobby bobbyzworld90,tiktok,-0.3,negative,fear,anticipation,casual,moderate,0.1,informative,0.8,0.3,0.6,0.7
7568876037120036126,Bobby bobbyzworld90,tiktok,0.7,positive,trust,anticipation,casual,high,0.1,inspirational,0.7,0.4,0.8,0.8
7569126219128622366,Bobby bobbyzworld90,tiktok,0.0,neutral,anticipation,trust,casual,moderate,0.1,informative,0.7,0.6,0.5,0.4
7569302839898557726,Bobby bobbyzworld90,tiktok,0.1,neutral,anticipation,trust,professional,moderate,0.0,informative,0.8,0.3,0.6,0.7
7569407565860277535,Bobby bobbyzworld90,tiktok,0.3,positive,anticipation,trust,casual,high,0.1,inspirational,0.7,0.2,0.6,0.8
7569597326482771230,Bobby bobbyzworld90,tiktok,0.2,positive,anticipation,trust,conversational,moderate,0.1,informative,0.7,0.3,0.6,0.8
7569597768612859167,Bobby bobbyzworld90,tiktok,0.1,neutral,anticipation,trust,conversational,moderate,0.1,informative,0.7,0.6,0.5,0.6
7569986140053261598,Bobby bobbyzworld90,tiktok,0.6,positive,joy,trust,casual,high,0.8,entertaining,0.8,0.2,0.7,0.9
7570169233380773151,Bobby bobbyzworld90,tiktok,-0.2,negative,anticipation,surprise,casual,moderate,0.2,informative,0.7,0.6,0.5,0.8
7570348193381092638,Bobby bobbyzworld90,tiktok,0.6,positive,joy,trust,casual,moderate,0.6,entertaining,0.8,0.0,0.7,0.85
7570383435672325406,Bobby bobbyzworld90,tiktok,-0.3,negative,sadness,anger,casual,high,0.3,entertaining,0.8,0.2,0.7,0.85
7570566288129445151,Bobby bobbyzworld90,tiktok,-0.3,negative,surprise,disgust,casual,moderate,0.2,entertaining,0.7,0.8,0.6,0.8
7570695701789674782,Bobby bobbyzworld90,tiktok,-0.3,negative,anticipation,anger,casual,moderate,0.1,persuasive,0.8,0.7,0.6,0.85
7570758948882533662,Bobby bobbyzworld90,tiktok,-0.6,negative,anger,disgust,casual,high,0.2,confrontational,0.7,0.8,0.7,0.85
7570771335199165727,Bobby bobbyzworld90,tiktok,-0.6,negative,disgust,anger,conversational,moderate,0.2,informative,0.7,0.7,0.6,0.8
7571130139996704030,Bobby bobbyzworld90,tiktok,-0.7,negative,anger,disgust,casual,high,0.1,confrontational,0.8,0.7,0.6,0.85
7571244062854941982,Bobby bobbyzworld90,tiktok,0.1,neutral,anticipation,trust,conversational,moderate,0.3,informative,0.7,0.3,0.6,0.8
7571467927103311135,Bobby bobbyzworld90,tiktok,-0.2,negative,disgust,joy,casual,moderate,0.6,entertaining,0.7,0.7,0.8,0.85
7571530974924786974,Bobby bobbyzworld90,tiktok,-0.3,negative,anticipation,anger,casual,moderate,0.4,confrontational,0.7,0.6,0.7,0.85
7571580408945446174,Bobby bobbyzworld90,tiktok,0.6,positive,joy,anticipation,casual,moderate,0.7,entertaining,0.8,0.3,0.7,0.85
7571963867115293982,Bobby bobbyzworld90,tiktok,-0.7,negative,disgust,anger,casual,high,0.1,confrontational,0.6,0.9,0.8,0.85
7572003084155538719,Bobby bobbyzworld90,tiktok,0.2,positive,anticipation,trust,casual,high,0.2,persuasive,0.7,0.6,0.7,0.8
7572011683774811423,Bobby bobbyzworld90,tiktok,-0.3,negative,anger,disgust,conversational,moderate,0.1,confrontational,0.7,0.8,0.7,0.85
7572229312523390239,Bobby bobbyzworld90,tiktok,-0.6,negative,anger,disgust,casual,very_high,0.2,confrontational,0.8,0.7,0.8,0.85
7572244636446493983,Bobby bobbyzworld90,tiktok,0.1,neutral,anticipation,surprise,casual,high,0.0,informative,0.4,0.3,0.6,0.8
7572328420273704223,Bobby bobbyzworld90,tiktok,-0.3,negative,surprise,anticipation,casual,high,0.0,confrontational,0.2,0.9,0.8,0.7
7572391055253916959,Bobby bobbyzworld90,tiktok,0.3,positive,joy,anticipation,casual,moderate,0.7,entertaining,0.8,0.1,0.8,0.85
7572642290393468191,Bobby bobbyzworld90,tiktok,0.2,positive,joy,anticipation,casual,moderate,0.8,entertaining,0.3,0.9,0.8,0.8
7572729659587054878,Bobby bobbyzworld90,tiktok,0.2,positive,joy,anticipation,casual,high,0.8,entertaining,0.6,0.7,0.8,0.85
7572784221312339231,Bobby bobbyzworld90,tiktok,-0.3,negative,anticipation,anger,casual,very_high,0.2,confrontational,0.8,0.9,0.8,0.85
7573051239068486943,Bobby bobbyzworld90,tiktok,0.2,positive,anticipation,anger,casual,high,0.1,confrontational,0.7,0.8,0.7,0.8
7573073574848728351,Bobby bobbyzworld90,tiktok,0.3,positive,joy,anticipation,casual,moderate,0.8,entertaining,0.6,0.7,0.8,0.7
7573374086714248479,Bobby bobbyzworld90,tiktok,0.3,positive,joy,anticipation,casual,moderate,0.6,entertaining,0.8,0.7,0.8,0.9
7573694378812787999,Bobby bobbyzworld90,tiktok,0.2,positive,anticipation,trust,casual,moderate,0.0,informative,0.8,0.2,0.4,0.8
7573725907655871774,Bobby bobbyzworld90,tiktok,-0.7,negative,disgust,anger,conversational,moderate,0.2,confrontational,0.8,0.6,0.7,0.85
7573785734826495262,Bobby bobbyzworld90,tiktok,-0.6,negative,anger,disgust,casual,high,0.3,confrontational,0.8,0.7,0.6,0.85
7573830533730323742,Bobby bobbyzworld90,tiktok,0.3,positive,anticipation,joy,casual,moderate,0.4,entertaining,0.8,0.1,0.6,0.7
7573936592935456030,Bobby bobbyzworld90,tiktok,0.7,positive,anticipation,surprise,casual,high,0.3,entertaining,0.8,0.2,0.9,0.85
7574055165548875039,Bobby bobbyzworld90,tiktok,0.7,positive,joy,anticipation,casual,very_high,0.4,entertaining,0.8,0.1,0.9,0.85
7574457450720496926,Bobby bobbyzworld90,tiktok,0.3,positive,anticipation,trust,casual,moderate,0.1,informative,0.7,0.3,0.4,0.8
7574796853389184287,Bobby bobbyzworld90,tiktok,0.7,positive,trust,joy,conversational,moderate,0.1,informative,0.6,0.3,0.4,0.8
MS4wLjABAAAAUT0nPgrDhVNz2rJSoW5tSPU4YoQwhjoYme5wCPmDrrbdpTsqkChD87lVrlBVYsri,Bobby bobbyzworld90,tiktok,0.0,neutral,neutral,neutral,casual,moderate,0.0,informative,0.5,0.0,0.1,0.1
7559784306969726239,byerikabatista,tiktok,0.3,positive,joy,trust,casual,moderate,0.7,entertaining,0.8,0.1,0.7,0.8
7559799030679751967,byerikabatista,tiktok,0.8,positive,joy,anticipation,conversational,moderate,0.1,informative,0.7,0.1,0.7,0.85
7560030167586966814,byerikabatista,tiktok,0.6,positive,joy,trust,casual,moderate,0.8,entertaining,0.7,0.1,0.8,0.8
7560321454202555679,byerikabatista,tiktok,0.7,positive,joy,anticipation,casual,moderate,0.2,inspirational,0.7,0.2,0.6,0.6
7560462243305934110,byerikabatista,tiktok,0.8,positive,joy,trust,casual,high,0.9,entertaining,0.7,0.1,0.8,0.8
7560713295498431775,byerikabatista,tiktok,0.8,very_positive,joy,trust,casual,high,0.2,inspirational,0.7,0.0,0.7,0.8
7560775035992935710,byerikabatista,tiktok,0.8,very_positive,joy,trust,casual,moderate,0.1,persuasive,0.6,0.1,0.6,0.85
7560808393871510814,byerikabatista,tiktok,0.8,very_positive,trust,joy,casual,moderate,0.1,inspirational,0.8,0.2,0.7,0.85
7560886557515746590,byerikabatista,tiktok,0.8,positive,anticipation,joy,casual,moderate,0.2,persuasive,0.6,0.1,0.7,0.8
7560893451902995742,byerikabatista,tiktok,0.7,positive,joy,trust,casual,moderate,0.1,informative,0.8,0.0,0.6,0.9
7562569189215587615,byerikabatista,tiktok,0.7,positive,anticipation,trust,casual,moderate,0.1,entertaining,0.8,0.0,0.4,0.7
7562569197121785118,byerikabatista,tiktok,0.8,positive,joy,trust,casual,high,0.6,entertaining,0.7,0.2,0.8,0.8
7562747190498610463,byerikabatista,tiktok,0.7,positive,joy,anticipation,casual,moderate,0.6,entertaining,0.8,0.1,0.8,0.9
7562930407390465310,byerikabatista,tiktok,0.7,positive,joy,anticipation,casual,moderate,0.3,entertaining,0.8,0.3,0.7,0.9
7563376298467413278,byerikabatista,tiktok,0.8,very_positive,joy,anticipation,casual,very_high,0.6,inspirational,0.7,0.3,0.8,0.85
7563491762191273246,byerikabatista,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.1,persuasive,0.6,0.1,0.8,0.9
7563496472893787422,byerikabatista,tiktok,0.3,positive,trust,joy,casual,moderate,0.7,entertaining,0.8,0.1,0.8,0.9
7563501892555312414,byerikabatista,tiktok,0.8,very_positive,anticipation,joy,casual,high,0.3,entertaining,0.6,0.1,0.7,0.9
7563694512967666974,byerikabatista,tiktok,0.8,very_positive,trust,joy,casual,high,0.3,inspirational,0.8,0.1,0.8,0.9
7563844396328750367,byerikabatista,tiktok,0.2,positive,joy,trust,casual,moderate,0.8,entertaining,0.7,0.1,0.8,0.6
7564248462179552543,byerikabatista,tiktok,0.8,positive,joy,anticipation,casual,high,0.4,entertaining,0.7,0.1,0.8,0.8
7564250684535737630,byerikabatista,tiktok,0.8,positive,joy,anticipation,casual,high,0.3,entertaining,0.7,0.0,0.8,0.9
7565150236218264862,byerikabatista,tiktok,0.9,very_positive,joy,anticipation,casual,high,0.1,entertaining,0.6,0.0,0.8,0.85
7565677677743492382,byerikabatista,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.1,entertaining,0.4,0.0,0.6,0.9
7565699273640135967,byerikabatista,tiktok,0.7,positive,joy,trust,casual,moderate,0.7,entertaining,0.8,0.1,0.7,0.85
7565969207276408094,byerikabatista,tiktok,0.8,very_positive,joy,trust,conversational,high,0.2,entertaining,0.6,0.1,0.8,0.85
7566094893945310495,byerikabatista,tiktok,0.8,positive,joy,trust,casual,moderate,0.2,entertaining,0.7,0.1,0.8,0.8
7566346455779216670,byerikabatista,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.2,entertaining,0.6,0.1,0.75,0.85
7566769919723900191,byerikabatista,tiktok,0.7,positive,trust,joy,casual,moderate,0.3,entertaining,0.8,0.1,0.6,0.7
7567080533067418910,byerikabatista,tiktok,0.8,very_positive,joy,anticipation,casual,very_high,0.3,persuasive,0.7,0.1,0.8,0.9
7567092032963955998,byerikabatista,tiktok,-0.6,negative,disgust,anger,casual,high,0.3,entertaining,0.8,0.7,0.8,0.9
7567201211363986718,byerikabatista,tiktok,0.7,positive,trust,joy,conversational,moderate,0.3,persuasive,0.4,0.1,0.6,0.85
7568486813631810846,byerikabatista,tiktok,0.7,positive,trust,anticipation,casual,high,0.1,inspirational,0.8,0.3,0.8,0.6
7568490100837862686,byerikabatista,tiktok,0.7,positive,joy,trust,casual,moderate,0.8,entertaining,0.9,0.1,0.8,0.85
7568532654203669790,byerikabatista,tiktok,0.8,very_positive,trust,joy,conversational,moderate,0.3,persuasive,0.6,0.1,0.7,0.9
7568655894565621022,byerikabatista,tiktok,-0.3,negative,sadness,trust,casual,low,0.6,entertaining,0.8,0.1,0.7,0.85
7568656922375671071,byerikabatista,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.2,persuasive,0.6,0.1,0.75,0.9
7568664815787314462,byerikabatista,tiktok,0.8,positive,joy,trust,casual,high,0.4,informative,0.7,0.1,0.6,0.85
7568913469047622942,byerikabatista,tiktok,0.8,very_positive,joy,trust,conversational,high,0.1,persuasive,0.6,0.1,0.7,0.85
7569052640730991902,byerikabatista,tiktok,0.9,very_positive,joy,trust,casual,very_high,0.1,entertaining,0.85,0.4,0.8,0.9
7569339380872072479,byerikabatista,tiktok,0.8,very_positive,anticipation,joy,casual,moderate,0.1,persuasive,0.4,0.1,0.6,0.9
7570023036649229598,byerikabatista,tiktok,0.8,very_positive,anticipation,joy,conversational,high,0.3,persuasive,0.3,0.4,0.7,0.9
7570571132512832799,byerikabatista,tiktok,0.8,very_positive,joy,trust,casual,high,0.2,persuasive,0.4,0.1,0.8,0.9
7570805272143252767,byerikabatista,tiktok,-0.6,negative,sadness,anger,casual,moderate,0.4,entertaining,0.8,0.1,0.7,0.9
7571588809721203998,byerikabatista,tiktok,0.7,positive,joy,trust,casual,high,0.8,entertaining,0.8,0.3,0.8,0.9
7571676388319677727,byerikabatista,tiktok,-0.3,negative,sadness,anticipation,casual,low,0.3,entertaining,0.8,0.1,0.7,0.85
7572409533901917470,byerikabatista,tiktok,0.8,very_positive,joy,trust,conversational,high,0.1,persuasive,0.7,0.1,0.8,0.9
7573126624011357471,byerikabatista,tiktok,0.7,positive,joy,anticipation,casual,moderate,0.1,informative,0.8,0.1,0.7,0.7
7573158654678011166,byerikabatista,tiktok,0.3,positive,joy,sadness,casual,moderate,0.8,entertaining,0.8,0.1,0.8,0.9
7574296785460415774,byerikabatista,tiktok,0.8,very_positive,joy,trust,conversational,high,0.2,informative,0.8,0.1,0.7,0.9
MS4wLjABAAAAE_REHgz72ktOI4rK0mmdyUUqgQdD9-3Nt7TNHO_ro0WHtjbC61mRZH94xDuCqjMf,byerikabatista,tiktok,0.0,neutral,neutral,neutral,casual,moderate,0.0,informative,0.5,0.0,0.1,0.1
7519891450075565343,Christine Eliza,tiktok,0.85,very_positive,anticipation,joy,casual,very_high,0.3,persuasive,0.6,0.1,0.9,0.9
7520063588925459742,Christine Eliza,tiktok,0.7,positive,joy,anticipation,casual,moderate,0.2,entertaining,0.8,0.1,0.6,0.85
7520410572588961054,Christine Eliza,tiktok,0.9,very_positive,joy,anticipation,conversational,high,0.2,persuasive,0.6,0.1,0.8,0.9
7522245212060536094,Christine Eliza,tiktok,0.85,very_positive,joy,trust,conversational,high,0.1,inspirational,0.65,0.1,0.8,0.9
7524059516275543327,Christine Eliza,tiktok,0.9,very_positive,joy,anticipation,casual,high,0.2,entertaining,0.8,0.0,0.8,0.9
7524487695184317726,Christine Eliza,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.2,entertaining,0.8,0.1,0.7,0.9
7525479500755307806,Christine Eliza,tiktok,0.8,positive,anticipation,joy,casual,moderate,0.1,persuasive,0.8,0.1,0.6,0.85
7525609908130041118,Christine Eliza,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.1,informative,0.85,0.1,0.8,0.9
7526282217887141150,Christine Eliza,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.2,entertaining,0.7,0.0,0.8,0.9
7528511100631928094,Christine Eliza,tiktok,0.8,very_positive,anticipation,joy,casual,high,0.1,persuasive,0.4,0.1,0.6,0.8
7530654698056011038,Christine Eliza,tiktok,0.7,positive,anticipation,joy,casual,moderate,0.4,entertaining,0.6,0.1,0.9,0.8
7530817171140775198,Christine Eliza,tiktok,0.8,positive,anticipation,joy,casual,moderate,0.2,informative,0.7,0.1,0.8,0.8
7533380088553884959,Christine Eliza,tiktok,0.7,positive,trust,joy,conversational,moderate,0.1,persuasive,0.7,0.1,0.6,0.9
7534140974084279583,Christine Eliza,tiktok,0.7,positive,anticipation,joy,casual,moderate,0.3,entertaining,0.7,0.1,0.8,0.8
7535209344720309535,Christine Eliza,tiktok,0.8,very_positive,joy,trust,conversational,moderate,0.1,informative,0.9,0.0,0.7,0.95
7535969567827348767,Christine Eliza,tiktok,0.7,positive,trust,joy,conversational,moderate,0.1,inspirational,0.7,0.1,0.8,0.9
7536405696091360542,Christine Eliza,tiktok,0.8,very_positive,anticipation,joy,casual,high,0.2,informative,0.7,0.1,0.8,0.8
7536658838871674143,Christine Eliza,tiktok,0.8,very_positive,joy,trust,casual,high,0.1,entertaining,0.8,0.0,0.6,0.9
7537746675423546655,Christine Eliza,tiktok,0.7,positive,anticipation,trust,casual,moderate,0.1,informative,0.7,0.0,0.6,0.9
7538208613660216606,Christine Eliza,tiktok,0.7,positive,surprise,anticipation,casual,high,0.2,informative,0.8,0.1,0.8,0.9
7541035351410773278,Christine Eliza,tiktok,0.85,very_positive,joy,trust,conversational,moderate,0.1,informative,0.75,0.0,0.7,0.9
7542968498536959262,Christine Eliza,tiktok,0.8,very_positive,joy,trust,casual,moderate,0.3,inspirational,0.7,0.1,0.8,0.9
7544123335051922718,Christine Eliza,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.2,entertaining,0.6,0.3,0.75,0.8
7544148749660982558,Christine Eliza,tiktok,0.7,positive,joy,anticipation,casual,moderate,0.2,entertaining,0.8,0.1,0.7,0.8
7544860264487734558,Christine Eliza,tiktok,0.7,positive,anticipation,joy,casual,moderate,0.4,informative,0.7,0.1,0.8,0.8
7545248008162626847,Christine Eliza,tiktok,0.8,positive,joy,anticipation,casual,high,0.2,entertaining,0.6,0.0,0.7,0.9
7545681561430117662,Christine Eliza,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.1,entertaining,0.7,0.1,0.8,0.85
7545985600436981023,Christine Eliza,tiktok,0.85,very_positive,anticipation,joy,casual,high,0.2,informative,0.8,0.0,0.85,0.9
7546311754335276319,Christine Eliza,tiktok,0.8,very_positive,joy,anticipation,casual,high,0.2,entertaining,0.7,0.1,0.8,0.8
7546693359625047326,Christine Eliza,tiktok,0.9,very_positive,joy,trust,casual,moderate,0.1,entertaining,0.8,0.0,0.8,0.8
7547910591541759263,Christine Eliza,tiktok,0.7,positive,joy,anticipation,casual,moderate,0.3,entertaining,0.8,0.1,0.6,0.7
7548900627003362591,Christine Eliza,tiktok,0.8,positive,joy,trust,casual,moderate,0.1,entertaining,0.7,0.0,0.6,0.8
7551504959150279966,Christine Eliza,tiktok,0.8,very_positive,joy,anticipation,casual,moderate,0.2,entertaining,0.6,0.1,0.7,0.85
7553008392109837598,Christine Eliza,tiktok,0.7,positive,anticipation,joy,casual,high,0.3,entertaining,0.7,0.1,0.8,0.85
7553786117024255262,Christine Eliza,tiktok,0.8,very_positive,joy,anticipation,conversational,high,0.6,entertaining,0.75,0.1,0.9,0.9
7555983753370209567,Christine Eliza,tiktok,0.8,very_positive,joy,trust,casual,high,0.2,persuasive,0.6,0.1,0.7,0.9
7556363459479260447,Christine Eliza,tiktok,0.8,very_positive,joy,trust,casual,high,0.7,entertaining,0.8,0.1,0.7,0.9
7558504919628549406,Christine Eliza,tiktok,0.8,positive,joy,anticipation,casual,moderate,0.1,entertaining,0.8,0.0,0.7,0.7
7559712236189584670,Christine Eliza,tiktok,0.7,positive,trust,joy,casual,moderate,0.2,informative,0.8,0.1,0.6,0.9
7560036222714809630,Christine Eliza,tiktok,0.85,very_positive,joy,anticipation,conversational,moderate,0.1,informative,0.85,0.0,0.8,0.9
