video_id,main_topic,content_type,nj_relevance_score,local_vs_universal,influencer,is_news_type,is_informative,is_nj_focused
7567083431029378359,Adult entertainment venue giveaway,promotion,0.9,local,Aiyana Figueroa _aiyanafig,False,False,True
7567421023373643022,New Jersey mountain getaway,promotion,1.0,regional,Aiyana Figueroa _aiyanafig,False,True,True
7568958446872038669,New Jersey fall season,opinion,0.9,regional,Aiyana Figueroa _aiyanafig,True,False,True
7570063006206266679,New Jersey permanent jewelry business,promotion,0.9,local,Aiyana Figueroa _aiyanafig,False,False,True
7571164427710614839,Michael Kors outlet shopping,promotion,0.9,local,Aiyana Figueroa _aiyanafig,False,False,True
7573748632856382734,Fall fashion shopping haul,promotion,0.8,local,Aiyana Figueroa _aiyanafig,False,False,True
7574138201900698894,Dave & Buster's Halloween event,promotion,0.8,regional,Aiyana Figueroa _aiyanafig,False,False,True
MS4wLjABAAAA0kl7-RW6fo1CwS3lUfZ9sEdXymm23o0SseevlT025PQ3g7-nKfRchCuJP7Fszozo,Unable to determine content,other,0.0,universal,Aiyana Figueroa _aiyanafig,False,True,False
7568108629547617566,Political event attendance experience,opinion,0.7,regional,Bobby bobbyzworld90,True,False,True
7568470234152176926,Election voting mobilization,opinion,0.8,regional,Bobby bobbyzworld90,True,False,True
7568547084660411679,2021 New Jersey election,opinion,0.9,local,Bobby bobbyzworld90,True,False,True
7568621976474930463,Post-election process explanation,educational,0.8,regional,Bobby bobbyzworld90,True,True,True
7568667302174952735,Political campaign rally coverage,news,0.9,local,Bobby bobbyzworld90,True,True,True
7568823173408476446,New Jersey voting encouragement,opinion,1.0,local,Bobby bobbyzworld90,True,False,True
7568866408138902814,Election anxiety management,lifestyle,0.7,regional,Bobby bobbyzworld90,False,True,True
7568876037120036126,Voting encouragement and protection,news,0.8,regional,Bobby bobbyzworld90,True,False,True
7569126219128622366,Election night commentary analysis,opinion,0.8,regional,Bobby bobbyzworld90,True,True,True
7569302839898557726,New Jersey Election Night Coverage,news,1.0,local,Bobby bobbyzworld90,True,True,True
7569407565860277535,New Jersey midterm elections,opinion,1.0,local,Bobby bobbyzworld90,True,False,True
7569597326482771230,NJ post-election political aftermath,news,1.0,local,Bobby bobbyzworld90,True,True,True
7569597768612859167,Mikie Sherrill Governor Campaign Analysis,opinion,1.0,local,Bobby bobbyzworld90,True,True,True
7569986140053261598,New Jersey cultural stereotypes,entertainment,0.9,regional,Bobby bobbyzworld90,False,False,True
7570169233380773151,New Jersey election polling accuracy,opinion,0.9,regional,Bobby bobbyzworld90,True,True,True
7570383435672325406,ALDI wine advent calendar availability,lifestyle,0.9,regional,Bobby bobbyzworld90,False,False,True
7570695701789674782,Voter turnout and election narratives,opinion,0.3,national,Bobby bobbyzworld90,True,False,False
7570758948882533662,Traditional media criticism,opinion,0.1,national,Bobby bobbyzworld90,True,False,False
7570771335199165727,New Jersey election analysis,opinion,1.0,local,Bobby bobbyzworld90,True,True,True
7571130139996704030,Government shutdown messaging criticism,opinion,0.1,national,Bobby bobbyzworld90,True,False,False
7571244062854941982,New Jersey election timing,news,0.9,local,Bobby bobbyzworld90,True,True,True
7571467927103311135,New Jersey drone conspiracy theories,opinion,0.9,regional,Bobby bobbyzworld90,True,False,True
7571530974924786974,Dancing with the Stars controversy,opinion,0.1,universal,Bobby bobbyzworld90,True,False,False
7571580408945446174,NJ political commentary filming,reaction,0.9,local,Bobby bobbyzworld90,False,False,True
7571963867115293982,Epstein controversy political implications,opinion,0.1,national,Bobby bobbyzworld90,True,False,False
7572003084155538719,Democratic campaign strategy advice,opinion,0.8,regional,Bobby bobbyzworld90,True,False,True
7572011683774811423,Democratic Party Criticism,opinion,0.3,national,Bobby bobbyzworld90,True,False,False
7572229312523390239,Celebrity red carpet interaction,opinion,0.1,universal,Bobby bobbyzworld90,True,False,False
7572244636446493983,NJ Lt Governor congressional bid,news,1.0,regional,Bobby bobbyzworld90,True,True,True
7572328420273704223,Epstein congressional investigation emails,news,0.1,national,Bobby bobbyzworld90,True,False,False
7572642290393468191,Political scandal commentary,opinion,0.1,national,Bobby bobbyzworld90,True,False,False
7573051239068486943,Political anticipation and pressure,opinion,0.1,national,Bobby bobbyzworld90,True,False,False
7573374086714248479,New Jersey Republican messaging,opinion,0.9,regional,Bobby bobbyzworld90,True,False,True
7573694378812787999,New Jersey political campaign preparation,opinion,0.9,regional,Bobby bobbyzworld90,True,True,True
7573725907655871774,MSNBC logo/branding change criticism,opinion,0.1,national,Bobby bobbyzworld90,True,False,False
7573785734826495262,MSNBC corporate branding critique,opinion,0.1,national,Bobby bobbyzworld90,True,False,False
7574457450720496926,Local political candidate recruitment,promotion,0.9,local,Bobby bobbyzworld90,False,True,True
7574796853389184287,New Jersey political networking event,news,1.0,local,Bobby bobbyzworld90,True,True,True
MS4wLjABAAAAUT0nPgrDhVNz2rJSoW5tSPU4YoQwhjoYme5wCPmDrrbdpTsqkChD87lVrlBVYsri,Unable to determine content,other,0.0,universal,Bobby bobbyzworld90,False,True,False
7559799030679751967,Kitchen decor shopping finds,lifestyle,0.1,universal,byerikabatista,False,True,False
7560893451902995742,Sunday family lifestyle vlog,lifestyle,0.3,universal,byerikabatista,False,True,False
7562930407390465310,Solo mom getaway staycation,lifestyle,0.7,regional,byerikabatista,False,False,True
7565699273640135967,Wife life throwback humor,lifestyle,0.7,universal,byerikabatista,False,False,True
7568656922375671071,Store opening promotion,promotion,0.9,local,byerikabatista,False,False,True
7568664815787314462,HomeGoods product recommendation,promotion,0.2,universal,byerikabatista,False,True,False
7569052640730991902,Election victory celebration,opinion,0.9,local,byerikabatista,True,False,True
7571676388319677727,TikTok nostalgia and change,opinion,0.3,universal,byerikabatista,True,False,False
7573126624011357471,Marriage milestone celebration,lifestyle,0.3,universal,byerikabatista,False,True,False
7574296785460415774,Home decor outlet shopping,lifestyle,0.9,local,byerikabatista,False,True,True
MS4wLjABAAAAE_REHgz72ktOI4rK0mmdyUUqgQdD9-3Nt7TNHO_ro0WHtjbC61mRZH94xDuCqjMf,Unable to determine content,other,0.0,universal,byerikabatista,False,True,False
7519891450075565343,Women-only gym promotion,promotion,0.9,regional,Christine Eliza,False,False,True
7520410572588961054,New Jersey beach destination promotion,promotion,0.9,regional,Christine Eliza,False,False,True
7522245212060536094,New Jersey hiking trail review,lifestyle,0.95,regional,Christine Eliza,False,False,True
7524059516275543327,New Jersey beach experience,lifestyle,0.95,regional,Christine Eliza,False,False,True
7524487695184317726,Salsa dancing social outing,lifestyle,0.9,local,Christine Eliza,False,False,True
7525479500755307806,Group hiking meetup organization,lifestyle,0.9,regional,Christine Eliza,False,False,True
7525609908130041118,NJ Latina hiking meetup,promotion,0.9,local,Christine Eliza,False,True,True
7526282217887141150,Water park summer experience,lifestyle,0.8,regional,Christine Eliza,False,False,True
7528511100631928094,Spa service giveaway promotion,promotion,0.8,local,Christine Eliza,False,False,True
7530654698056011038,New Jersey restaurant recommendation,lifestyle,0.9,local,Christine Eliza,False,False,True
7530817171140775198,Restaurant recommendation Clifton NJ,lifestyle,0.9,local,Christine Eliza,False,True,True
7533380088553884959,Healthcare provider promotion,promotion,0.9,local,Christine Eliza,False,False,True
7535209344720309535,Water park family experience,lifestyle,0.9,local,Christine Eliza,False,True,True
7535969567827348767,Healthcare partnership and PCOS awareness,promotion,0.9,regional,Christine Eliza,False,False,True
7536405696091360542,New Jersey weekend travel itinerary,lifestyle,1.0,regional,Christine Eliza,False,True,True
7536658838871674143,Hiking event appreciation post,lifestyle,0.9,local,Christine Eliza,False,False,True
7537746675423546655,New Jersey event announcements,promotion,1.0,local,Christine Eliza,False,True,True
7538208613660216606,Hidden New Jersey beach location,lifestyle,0.9,regional,Christine Eliza,False,True,True
7541035351410773278,Stockton NJ weekend getaway,lifestyle,1.0,local,Christine Eliza,False,True,True
7542968498536959262,Outdoor hiking in New Jersey,lifestyle,0.9,local,Christine Eliza,False,False,True
7544123335051922718,Atlantic City tourism promotion,promotion,0.9,regional,Christine Eliza,False,False,True
7544148749660982558,Atlantic City summer experience,lifestyle,0.9,regional,Christine Eliza,False,False,True
7544860264487734558,New Jersey restaurant recommendations,lifestyle,1.0,regional,Christine Eliza,False,True,True
7545248008162626847,New Jersey fall events,lifestyle,0.9,local,Christine Eliza,False,False,True
7545681561430117662,New Jersey hiking location showcase,lifestyle,1.0,local,Christine Eliza,False,False,True
7545985600436981023,New Jersey winery promotion,lifestyle,0.9,local,Christine Eliza,False,True,True
7546311754335276319,New Jersey restaurant adventure,lifestyle,0.9,regional,Christine Eliza,False,False,True
7546693359625047326,Dogs in New Jersey location,lifestyle,0.9,local,Christine Eliza,False,False,True
7547910591541759263,New Jersey food content,lifestyle,0.8,regional,Christine Eliza,False,False,True
7548900627003362591,French restaurant or cafe,promotion,0.9,local,Christine Eliza,False,False,True
7553008392109837598,New Jersey corn maze attraction,lifestyle,0.9,local,Christine Eliza,False,False,True
7553786117024255262,Halloween-themed coffee shop review,lifestyle,0.9,local,Christine Eliza,False,False,True
7555983753370209567,Music festival experience,promotion,0.8,regional,Christine Eliza,False,False,True
7556363459479260447,Sports team victory celebration,lifestyle,0.8,regional,Christine Eliza,False,False,True
7558504919628549406,North Jersey scenic rainbow,lifestyle,0.8,regional,Christine Eliza,False,False,True
7559712236189584670,New Jersey hiking adventure,lifestyle,0.9,regional,Christine Eliza,False,True,True
7560036222714809630,Moon art installation showcase,promotion,0.9,local,Christine Eliza,False,True,True
7560175126344420638,Free public viewing event,promotion,0.9,local,Christine Eliza,False,True,True
7561584296696270111,Halloween car wash event,promotion,0.9,local,Christine Eliza,False,True,True
7561847195817839903,New coffee shop opening,promotion,0.8,local,Christine Eliza,False,False,True
7562348152884383007,Hair styling transformation,promotion,0.8,regional,Christine Eliza,False,True,True
7564495521935576350,Hotel recommendation and tourism,promotion,0.8,regional,Christine Eliza,False,False,True
7565744456826146079,New Jersey seasonal anticipation,lifestyle,0.9,local,Christine Eliza,False,False,True
7568685006223133982,Local business recommendation Edison,promotion,0.9,local,Christine Eliza,False,False,True
7571214035656527135,Lambertville New Jersey tourism,lifestyle,0.95,local,Christine Eliza,False,True,True
7572311867130006814,Local pizza restaurant promotion,promotion,0.9,local,Christine Eliza,False,False,True
7574182223524482334,Restaurant promotion and hours,promotion,1.0,local,Christine Eliza,False,True,True
MS4wLjABAAAAbRKcuEHJBWDSPRrTI8rtpmrry8Cp2Rksv8eokZCOb-3k9b2r4I4jQtMOYy8NM43W,Unable to determine content,other,0.0,universal,Christine Eliza,False,True,False
7499509295084490026,Travel fashion styling guide,lifestyle,0.3,universal,Dileiny Baron,False,True,False
7505444729438407982,DIY furniture transformation project,lifestyle,0.8,local,Dileiny Baron,False,False,True
7506536068481600814,Japan luxury thrift haul,lifestyle,0.1,universal,Dileiny Baron,False,True,False
7512105474339196202,Fashion styling hack tutorial,lifestyle,0.0,universal,Dileiny Baron,False,True,False
7514340944477523242,Fashion outfit styling showcase,lifestyle,0.1,universal,Dileiny Baron,False,True,False
7515073867308731694,Content creation studio rental,promotion,0.8,local,Dileiny Baron,False,False,True
7545903230220340493,Workplace content creation environment,lifestyle,0.7,local,Dileiny Baron,False,True,True
7562984740786162958,Japan Travel Tips Guide,educational,0.1,universal,Dileiny Baron,True,True,False
7570783050401893645,Over 40 fashion styling,lifestyle,0.1,universal,Dileiny Baron,False,True,False
MS4wLjABAAAAXqh7mfns3RTFJhr6n5wYSHm-lvps72bHxlm3K3g7Ss5xb_oj0HL0CvIKtOVxKumo,Unable to determine content,other,0.0,universal,Dileiny Baron,False,True,False
7502191953287597343,New Jersey car theft bust,news,1.0,local,Garden State,True,True,True
7502519148862262558,Student arson TikTok challenge,news,0.9,local,Garden State,True,True,True
7502787688018365727,Sheraton Mahwah hotel demolition,news,1.0,local,Garden State,True,True,True
7502995805607857439,Sheraton hotel building implosion,news,0.9,local,Garden State,True,True,True
7504028453826596126,Real ID travel requirements,news,0.7,national,Garden State,True,True,True
7504482689160858911,Church demolition controversy,news,1.0,local,Garden State,True,True,True
7505030889320074526,NJ Transit engineer strike,news,1.0,regional,Garden State,True,True,True
7505476317266070815,Edison spa prostitution bust,news,1.0,local,Garden State,True,True,True
7507004545118113054,Netflix Studios New Jersey Development,news,1.0,regional,Garden State,True,True,True
7508090916503145759,Teen mall brawl incident,news,1.0,local,Garden State,True,True,True
7510344307673451807,Farm eminent domain seizure,news,1.0,local,Garden State,True,False,True
7510649473178160414,NJ energy cost increases,news,1.0,local,Garden State,True,True,True
7511453802948578591,Port Authority Bus Terminal Construction,news,0.9,regional,Garden State,True,True,True
7512215702678342943,19th century shipwreck discovery,news,1.0,local,Garden State,True,True,True
7513315989107395871,New Jersey public brawl law,news,1.0,local,Garden State,True,True,True
7515501296502246698,New Jersey gubernatorial election,news,1.0,local,Garden State,True,True,True
7515896919244164398,Teen explosives lab discovery,news,1.0,local,Garden State,True,True,True
7517438845235776782,New Jersey bison attack,news,0.8,regional,Garden State,True,True,True
7518131792906374413,Long Branch beach shooting,news,1.0,local,Garden State,True,True,True
7518773368590437646,New Jersey heat dome warning,news,1.0,local,Garden State,True,True,True
7519288626832854327,New entertainment venue opening,news,1.0,local,Garden State,True,True,True
7520725227274390797,Lifeguard umbrella accident injury,news,0.9,local,Garden State,True,True,True
7521029676614094093,Paterson High School graduation illness,news,1.0,local,Garden State,True,True,True
7521794450297769247,New Jersey housing developments,opinion,1.0,regional,Garden State,True,True,True
7522588045191810359,Adam Sandler movie casting,news,0.9,regional,Garden State,True,True,True
7524438824374537527,Shake Shack break-in incident,news,0.9,local,Garden State,True,True,True
7525572770529348878,Delaware Bay renaming proposal,news,0.9,regional,Garden State,True,False,True
7526226348222729527,Unable to determine content,other,0.0,universal,Garden State,False,True,False
7526627841706954039,New Jersey hero saves campers,news,0.8,regional,Garden State,True,True,True
7527822109318368526,Opioid settlement funds misuse,news,1.0,local,Garden State,True,True,True
7528527676118715661,Adam Sandler movie filming,news,0.9,local,Garden State,True,True,True
7531841939713379597,Digital Driver's License Implementation,news,1.0,local,Garden State,True,True,True
7537447550597614879,School transportation accessibility advocacy,news,0.9,local,Garden State,True,True,True
7538895221774470413,Cafe incident customer dispute,news,0.9,local,Garden State,True,True,True
7539586541472009527,Beach safety policy changes,news,1.0,local,Garden State,True,True,True
7540372781926485303,Gloucester Township parental accountability law,news,1.0,local,Garden State,True,True,True
7542216116454624543,School transportation resolution,news,0.9,local,Garden State,True,True,True
7544090163283119390,Atlantic City Batman arrest,news,1.0,local,Garden State,True,True,True
7545172680572439839,American Dream Mall lawsuit,news,1.0,local,Garden State,True,True,True
7549297994768715039,Woodbridge Street Infrastructure Damage,news,1.0,local,Garden State,True,True,True
7550448537771805982,Local politics Jackson NJ,news,1.0,local,Garden State,True,True,True
7550869947493207327,Bear enters Dollar General store,news,0.95,local,Garden State,True,True,True
7554464978670079263,Fatal E-Bike Accident News,news,1.0,local,Garden State,True,True,True
7555635966350740766,School bus safety incident,news,1.0,local,Garden State,True,True,True
7556733949045738782,Camden crime reduction milestone,news,1.0,local,Garden State,True,True,True
7560466090053225758,Police warn against speculation,news,1.0,local,Garden State,True,True,True
7561585006695419166,New Jersey pee challenges,news,1.0,local,Garden State,True,True,True
7564154822476254494,Nursing home assault charges,news,1.0,local,Garden State,True,True,True
7565988298112371999,Coyote attacks Bergen County,news,1.0,local,Garden State,True,True,True
7566702989184978206,School Bus Traffic Safety Violations,news,0.9,local,Garden State,True,True,True
7567495487486577950,New Jersey gubernatorial election energy policy,news,1.0,local,Garden State,True,True,True
7567931486347742495,New Jersey political candidate debate,news,1.0,local,Garden State,True,True,True
7568500607095442718,New Jersey gubernatorial election,news,1.0,local,Garden State,True,True,True
7568601420010655007,New Jersey overdevelopment politics,news,1.0,local,Garden State,True,True,True
7570428135544458527,Walmart threat evacuation incident,news,1.0,local,Garden State,True,True,True
7571937594909412639,Farm saved from eminent domain,news,1.0,local,Garden State,True,True,True
7573009626199756062,Paramount Bayonne Studio Deal,news,1.0,local,Garden State,True,True,True
MS4wLjABAAAA1pm6EkZvRob2beQaz_N2kTNtAhz0vBR9YJlV7TxlafQ1GLUup7gKXuDmrjgLu4id,Unable to determine content,other,0.5,local,Garden State,False,True,False
7564794134863629582,Coyote attacks Bergen County,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7564799888848866573,Accidental shooting incident,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7566257158975720718,Police gender discrimination lawsuit,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7566266442677488909,Parse Error,other,0.0,unknown,Graham Colligan_ Towns of NJ,False,True,False
7566283008215436557,Lambertville Halloween decorations,lifestyle,1.0,local,Graham Colligan_ Towns of NJ,False,True,True
7566367398547246391,Black bear wildlife safety,news,0.9,local,Graham Colligan_ Towns of NJ,True,True,True
7566372161443630349,NJ election prediction markets,opinion,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7566421691287522573,Political candidate historical trivia,news,1.0,local,Graham Colligan_ Towns of NJ,True,False,True
7566651006428253495,Superstorm Sandy Anniversary,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7566656701005303053,ICE detention community rally,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7567052610407124238,Local car crash incident,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7567052781572345102,Parse Error,other,0.0,unknown,Graham Colligan_ Towns of NJ,False,True,False
7567055767904259383,Unable to determine content,other,0.8,local,Graham Colligan_ Towns of NJ,False,True,True
7567061142535785783,New Jersey elementary school rankings,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7567172914781359373,Unable to determine content,other,0.8,local,Graham Colligan_ Towns of NJ,False,True,True
7567400893600124173,New Jersey theft crime,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7568151571100437774,Lambertville fall foliage tourism,lifestyle,1.0,local,Graham Colligan_ Towns of NJ,False,True,True
7568161008699608333,Route 208 car crash,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7568181882634915085,New Jersey town exploration,educational,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7568523441687547149,Morristown development zoning decision,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7568530597015014669,Parse Error,other,0.0,unknown,Graham Colligan_ Towns of NJ,False,True,False
7568881822415752461,School bomb threat closure,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7569266764236786958,Parse Error,other,0.0,unknown,Graham Colligan_ Towns of NJ,False,True,False
7569267697087728951,New Jersey gubernatorial election results,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7569721084820458766,Saddle River drainage proposal,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7569727066422250765,Local brewery zoning approval,news,1.0,local,Graham Colligan_ Towns of NJ,True,False,True
7569732390839454990,Jersey Shore Restaurant Week,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7570159549768944910,New Jersey content collaboration,other,0.8,regional,Graham Colligan_ Towns of NJ,False,True,True
7570362653948890382,Emergency food distribution event,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7570368788735053111,Parse Error,other,0.0,unknown,Graham Colligan_ Towns of NJ,False,True,False
7570749441255165198,Fatal traffic accident investigation,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7571095602428169527,Unable to determine content,other,0.8,local,Graham Colligan_ Towns of NJ,False,True,True
7571103318085258510,New Jersey gubernatorial election results,news,1.0,regional,Graham Colligan_ Towns of NJ,True,True,True
7571107269249715511,Juvenile armed robbery arrest,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7571504928812764471,Local restaurant promotion,promotion,0.9,local,Graham Colligan_ Towns of NJ,False,True,True
7571867689149287693,Airport zoning lawsuit dispute,news,1.0,local,Graham Colligan_ Towns of NJ,True,False,True
7571893797118823693,Florida man crime incident,news,0.8,local,Graham Colligan_ Towns of NJ,True,True,True
7572220847943847181,Teacher lawsuit case,news,0.9,local,Graham Colligan_ Towns of NJ,True,True,True
7572313855892704567,Ridgewood car accident news,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7572610377607957815,Organized crime gambling arrest,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7572978521094622478,Emerson affordable housing lawsuit,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7572988379751599415,Holiday event promotion,promotion,1.0,local,Graham Colligan_ Towns of NJ,False,True,True
7573454648003153182,Madison school employee drug arrest,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7574114728230866190,Paramus development project,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7574116731891764494,Monmouth County Park Grants,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7574120886018559246,Teacher sexual assault case,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7574450224890924319,Monmouth County weekend events,lifestyle,1.0,local,Graham Colligan_ Towns of NJ,False,True,True
7574454936054828343,Bergen County weekend events,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7574478990820281613,Rabies case in Morris County,news,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
MS4wLjABAAAAzuQm5O5EL0i7Uw3FJNGSwCZwM9uNdZPqm1XEs7436W7EZ95CBdGaLa_QzDJ2qN4E,New Jersey towns content,educational,1.0,local,Graham Colligan_ Towns of NJ,True,True,True
7551390167722986782,Local Hoboken events guide,promotion,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7551494948525198622,Hoboken vintage store opening,promotion,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7553285603547155742,Local business milestone celebration,lifestyle,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7553367718531960095,Local shopping vs Amazon,lifestyle,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7553616417665404191,Media company brand introduction,promotion,0.9,regional,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7553732194460519711,Hoboken food recommendations,lifestyle,0.95,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7554478477479611678,Local restaurant closure documentation,news,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,True,True,True
7555472232252853534,Hudson County historical firsts,educational,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,True,True,True
7555627807141891358,Jersey City restaurant recommendations,lifestyle,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7556219591857343775,October events in Hoboken,promotion,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7556265740429446414,Hoboken community mural celebration,news,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,True,True,True
7558198353146711327,New bagel shop opening,news,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,True,True,True
7558806409748712735,Hoboken Halloween decorations showcase,lifestyle,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7558887503667760439,Pet memorial display honoring deceased pets,lifestyle,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7559221198375177503,Fall horse racing event,promotion,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7559231953073917215,AI data center development,news,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,True,True,True
7561067761691069726,Jersey City apartment tour,promotion,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7561154033344466207,Hoboken dog costume contest,promotion,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7561200872768818487,Hoboken Italian BYOB restaurants,lifestyle,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7561820774198299935,Stevens Institute tuition coverage,news,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,True,True,True
7561856700446297374,Halloween decorations in Hoboken,lifestyle,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7562153251269807391,Cemetery fundraising event promotion,promotion,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7563091589497883959,Fall food recommendations,lifestyle,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7563306822334024990,Restaurant promotion appetizer deal,promotion,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7563378517111573791,Leo's eggplant parm labor story,entertainment,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7563426165592001822,Halloween decoration content creation,entertainment,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
7563718327986588959,Hoboken social clubs guide,lifestyle,1.0,local,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7564175405725404430,Celebrity restaurant visit coverage,news,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,True,True,True
7564468875773938974,Broadway New Jersey Night celebration,lifestyle,0.9,regional,Hoboken Girl _Jennifer Tripucka and team_,False,True,True
7564596669728230687,Hoboken Halloween decorations,entertainment,0.9,local,Hoboken Girl _Jennifer Tripucka and team_,False,False,True
