video_id,influencer,platform,sentiment_score,sentiment_label,primary_emotion,secondary_emotion,formality,energy_level,humor_level,rhetorical_mode,authenticity_score,controversy_potential,shareability_score,confidence
7573194134559673655,Jersey Talks,tiktok,-0.95,very_negative,sadness,fear,professional,moderate,0.0,informative,0.85,0.65,0.8,0.88
7574260883866635551,Jersey Talks,tiktok,0.72,very_positive,joy,surprise,casual,very_high,0.75,entertaining,0.48,0.68,0.82,0.88
MS4wLjABAAAAavvQkaTJ4UpkkImCbngtmmLzlOAMRoeX_nrms-so-g-PGrjm8oW2,Jersey Talks,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7523230677223918878,Jessica Alexandra _lifestylejessica,tiktok,0.88,very_positive,joy,anticipation,conversational,very_high,0.65,informative|entertaining,0.75,0.05,0.92,0.88
7524897598969302303,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.4,persuasive,0.35,0.1,0.75,0.88
7525076558147636510,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.15,informative,0.75,0.05,0.88,0.82
7528043333000760607,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.3,entertaining,0.65,0.05,0.9,0.88
7528531792974957854,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.3,persuasive,0.65,0.05,0.82,0.88
7529187815075155231,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.3,informative,0.78,0.02,0.82,0.89
7530060532171263262,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.65,persuasive,0.58,0.05,0.82,0.92
7530109590592130334,Jessica Alexandra _lifestylejessica,tiktok,0.78,very_positive,joy,anticipation,conversational,high,0.2,entertaining,0.72,0.05,0.82,0.85
7530267708118551839,Jessica Alexandra _lifestylejessica,tiktok,0.92,very_positive,joy,anticipation,conversational,high,0.25,informative|persuasive|entertaining,0.78,0.05,0.88,0.87
7530777484552408351,Jessica Alexandra _lifestylejessica,tiktok,0.82,very_positive,joy,anticipation,conversational,very_high,0.25,persuasive,0.45,0.15,0.78,0.88
7531397317732158750,Jessica Alexandra _lifestylejessica,tiktok,0.92,very_positive,joy,anticipation,conversational,very_high,0.35,persuasive,0.78,0.05,0.88,0.89
7532671324666285343,Jessica Alexandra _lifestylejessica,tiktok,0.92,very_positive,joy,anticipation,conversational,high,0.3,persuasive,0.75,0.02,0.88,0.89
7533996536091430174,Jessica Alexandra _lifestylejessica,tiktok,0.92,very_positive,joy,anticipation,casual,very_high,0.3,persuasive,0.75,0.05,0.88,0.91
7534558100003605790,Jessica Alexandra _lifestylejessica,tiktok,0.92,very_positive,joy,anticipation,conversational,very_high,0.35,entertaining,0.72,0.05,0.89,0.87
7535290698849996062,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.4,entertaining,0.7,0.05,0.88,0.82
7535997593852071199,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,anticipation,joy,conversational,high,0.2,informative|persuasive|inspirational,0.72,0.05,0.88,0.82
7537091221135592734,Jessica Alexandra _lifestylejessica,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.6,persuasive,0.65,0.05,0.78,0.88
7538185568765725983,Jessica Alexandra _lifestylejessica,tiktok,0.75,positive,joy,anticipation,conversational,high,0.15,informative,0.72,0.05,0.85,0.78
7541212848752545055,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.3,persuasive,0.72,0.05,0.88,0.87
7541782473177402655,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.2,informative,0.72,0.05,0.9,0.88
7542627508605177119,Jessica Alexandra _lifestylejessica,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.3,persuasive,0.55,0.15,0.75,0.88
7543458129787260190,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.35,informative|persuasive|entertaining,0.72,0.02,0.89,0.88
7544389240101031199,Jessica Alexandra _lifestylejessica,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.3,entertaining|persuasive,0.7,0.05,0.78,0.88
7546236355039268127,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.15,informative,0.78,0.05,0.89,0.82
7548243983751777566,Jessica Alexandra _lifestylejessica,tiktok,0.87,very_positive,joy,anticipation,conversational,very_high,0.25,persuasive,0.72,0.02,0.84,0.89
7549556831811636511,Jessica Alexandra _lifestylejessica,tiktok,0.92,very_positive,joy,anticipation,conversational,high,0.3,informative,0.75,0.05,0.88,0.88
7551215243544890654,Jessica Alexandra _lifestylejessica,tiktok,0.82,very_positive,joy,trust,conversational,moderate,0.15,entertaining,0.78,0.05,0.82,0.85
7551804002027965727,Jessica Alexandra _lifestylejessica,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.3,persuasive,0.55,0.1,0.72,0.87
7552555263933304095,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.25,informative,0.75,0.05,0.92,0.88
7552664457609022751,Jessica Alexandra _lifestylejessica,tiktok,0.82,very_positive,joy,anticipation,conversational,very_high,0.6,persuasive,0.35,0.15,0.75,0.88
7552913749884030239,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.45,persuasive,0.72,0.05,0.82,0.88
7553454783152131359,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.25,informative,0.78,0.05,0.82,0.88
7555705057782549791,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.25,persuasive_informative,0.82,0.05,0.88,0.87
7556435414895152415,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.25,informative_persuasive_entertaining,0.72,0.05,0.88,0.92
7556786470527257887,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.25,informative,0.75,0.05,0.88,0.87
7558252809599126815,Jessica Alexandra _lifestylejessica,tiktok,0.92,very_positive,joy,anticipation,conversational,very_high,0.3,persuasive_entertaining,0.78,0.05,0.88,0.87
7562175810602323231,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.3,entertaining,0.72,0.0,0.88,0.82
7563079185065987359,Jessica Alexandra _lifestylejessica,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.25,persuasive,0.55,0.05,0.72,0.89
7563858329215192350,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,trust,conversational,high,0.2,inspirational,0.75,0.05,0.82,0.88
7565161699649522975,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.3,persuasive|entertaining,0.72,0.05,0.82,0.88
7565217077611547935,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,surprise,casual,high,0.15,entertaining,0.75,0.05,0.88,0.82
7566806768991341855,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,trust,conversational,high,0.25,persuasive_inspirational,0.78,0.02,0.87,0.88
7569075819302096158,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.2,entertaining,0.75,0.02,0.82,0.88
7570120379084115231,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.35,persuasive,0.68,0.05,0.82,0.87
7571282322713038110,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.2,informative,0.78,0.02,0.82,0.87
7571616084000836894,Jessica Alexandra _lifestylejessica,tiktok,0.75,very_positive,joy,anticipation,conversational,high,0.2,persuasive,0.55,0.05,0.72,0.87
7572371247116438814,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.3,persuasive,0.7,0.05,0.82,0.88
7573493853064334623,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.15,entertaining,0.78,0.05,0.82,0.87
7574214774007811358,Jessica Alexandra _lifestylejessica,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.25,persuasive,0.6,0.05,0.78,0.88
7574415745174605086,Jessica Alexandra _lifestylejessica,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.25,persuasive,0.7,0.05,0.85,0.82
MS4wLjABAAAAsbbIoyBiiNX6q6h3yGdDBxxZGr3jxCybcx3loqBFs90QFFlNKspi,Jessica Alexandra _lifestylejessica,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7472165382569217326,Joe Bartolozzi,tiktok,0.65,positive,joy,surprise,casual,high,0.85,entertaining,0.7,0.15,0.8,0.62
7472477150210280750,Joe Bartolozzi,tiktok,0.75,positive,trust,anticipation,conversational,moderate,0.15,informative,0.8,0.05,0.75,0.78
7473617880777608494,Joe Bartolozzi,tiktok,-0.65,negative,anger,fear,casual,high,0.2,confrontational,0.85,0.7,0.75,0.78
7474748872925957422,Joe Bartolozzi,tiktok,0.65,positive,joy,surprise,casual,high,0.8,entertaining,0.65,0.2,0.75,0.6
7475836079799586094,Joe Bartolozzi,tiktok,0,error,error,error,unknown,unknown,0,unknown,0,0,0,0
7477694221336464683,Joe Bartolozzi,tiktok,-0.65,negative,surprise,fear,casual,very_high,0.55,entertaining,0.65,0.45,0.75,0.6
7478433316635479342,Joe Bartolozzi,tiktok,0.75,positive,joy,surprise,casual,high,0.65,entertaining,0.7,0.05,0.8,0.65
7479221767307906346,Joe Bartolozzi,tiktok,0.65,positive,anticipation,joy,casual,moderate,0.3,inspirational,0.65,0.15,0.7,0.55
7479254519931522346,Joe Bartolozzi,tiktok,0.65,positive,surprise,joy,casual,high,0.8,entertaining,0.75,0.35,0.85,0.72
7480273653460929835,Joe Bartolozzi,tiktok,-0.75,negative,sadness,fear,casual,moderate,0.0,informative,0.7,0.5,0.65,0.6
7481077057292750126,Joe Bartolozzi,tiktok,0.65,positive,joy,surprise,casual,very_high,0.6,entertaining,0.65,0.1,0.75,0.55
7482538610130980139,Joe Bartolozzi,tiktok,0.65,positive,surprise,joy,casual,high,0.75,entertaining,0.7,0.25,0.8,0.65
7483242297061035310,Joe Bartolozzi,tiktok,0.35,positive,anticipation,joy,casual,very_high,0.6,persuasive,0.65,0.25,0.8,0.6
7483984967807143214,Joe Bartolozzi,tiktok,-0.65,negative,anger,disgust,conversational,high,0.3,confrontational,0.7,0.4,0.75,0.55
7485126627249098030,Joe Bartolozzi,tiktok,-0.35,negative,anger,sadness,casual,moderate,0.15,persuasive,0.6,0.35,0.55,0.65
7485839458089110826,Joe Bartolozzi,tiktok,-0.65,negative,anger,surprise,casual,high,0.4,confrontational,0.6,0.75,0.8,0.65
7486582016662670634,Joe Bartolozzi,tiktok,0.65,positive,joy,surprise,casual,high,0.8,entertaining,0.7,0.15,0.75,0.6
7486661070959168814,Joe Bartolozzi,tiktok,0.35,positive,surprise,joy,casual,high,0.7,entertaining,0.65,0.15,0.75,0.55
7488068008728956203,Joe Bartolozzi,tiktok,-0.75,negative,sadness,fear,casual,low,0.1,confrontational,0.7,0.55,0.65,0.6
7490664265917926699,Joe Bartolozzi,tiktok,-0.35,negative,disgust,anticipation,casual,moderate,0.4,entertaining,0.7,0.35,0.65,0.72
7493280123123240238,Joe Bartolozzi,tiktok,0.35,positive,surprise,anticipation,casual,moderate,0.65,entertaining,0.55,0.25,0.7,0.6
7494010356407258411,Joe Bartolozzi,tiktok,0.15,neutral,trust,anticipation,casual,moderate,0.3,confrontational,0.65,0.72,0.68,0.6
7495859451337903406,Joe Bartolozzi,tiktok,0.75,positive,joy,surprise,casual,very_high,0.7,entertaining,0.65,0.1,0.75,0.55
7498457680302837038,Joe Bartolozzi,tiktok,0.65,positive,surprise,anticipation,casual,high,0.75,entertaining,0.55,0.35,0.85,0.7
7499170343215533354,Joe Bartolozzi,tiktok,0.3,positive,joy,anticipation,casual,high,0.7,entertaining,0.55,0.35,0.65,0.45
7499527512569974058,Joe Bartolozzi,tiktok,0.65,positive,trust,sadness,conversational,high,0.0,inspirational,0.8,0.15,0.85,0.82
7504023513435622698,Joe Bartolozzi,tiktok,-0.35,negative,anticipation,anger,casual,high,0.2,confrontational,0.65,0.75,0.8,0.55
7506250133235961130,Joe Bartolozzi,tiktok,-0.65,negative,anger,disgust,casual,high,0.3,confrontational,0.75,0.55,0.7,0.65
7509218144108629294,Joe Bartolozzi,tiktok,0.1,neutral,surprise,anticipation,casual,moderate,0.6,entertaining,0.65,0.15,0.75,0.45
7511445302725938474,Joe Bartolozzi,tiktok,-0.85,very_negative,sadness,anger,casual,low,0.1,confrontational,0.65,0.55,0.7,0.6
7514002329088347438,Joe Bartolozzi,tiktok,0.75,positive,trust,anticipation,conversational,moderate,0.0,informative,0.9,0.05,0.95,0.85
7514044093329296686,Joe Bartolozzi,tiktok,-0.35,negative,fear,anger,conversational,moderate,0.05,persuasive,0.65,0.72,0.68,0.62
7516709297636642091,Joe Bartolozzi,tiktok,-0.85,very_negative,sadness,disgust,casual,low,0.15,confrontational,0.7,0.72,0.78,0.65
7521938558844783885,Joe Bartolozzi,tiktok,0.65,positive,joy,surprise,casual,high,0.85,entertaining,0.8,0.15,0.8,0.82
7524812448117837111,Joe Bartolozzi,tiktok,-0.15,neutral,anticipation,surprise,casual,high,0.65,entertaining,0.65,0.35,0.72,0.55
7529661233386016055,Joe Bartolozzi,tiktok,-0.65,negative,anger,surprise,casual,high,0.15,confrontational,0.65,0.72,0.78,0.58
7532599944348323127,Joe Bartolozzi,tiktok,0.65,positive,joy,surprise,casual,high,0.65,entertaining,0.7,0.15,0.75,0.62
7537423126368439565,Joe Bartolozzi,tiktok,-0.65,negative,disgust,anger,casual,high,0.4,confrontational,0.65,0.75,0.8,0.45
7542623025150184718,Joe Bartolozzi,tiktok,0.65,positive,joy,surprise,casual,very_high,0.7,entertaining,0.65,0.1,0.75,0.55
7548461916193180941,Joe Bartolozzi,tiktok,0.65,positive,trust,sadness,professional,moderate,0.0,informative,0.85,0.05,0.9,0.88
7553010329060461837,Joe Bartolozzi,tiktok,-0.65,negative,anger,disgust,casual,moderate,0.15,confrontational,0.6,0.45,0.75,0.45
7558204864182930701,Joe Bartolozzi,tiktok,-0.75,negative,disgust,anger,casual,high,0.6,confrontational,0.75,0.8,0.85,0.65
7558206066538974478,Joe Bartolozzi,tiktok,-0.35,negative,surprise,anger,casual,moderate,0.55,confrontational,0.75,0.6,0.75,0.55
7562260425845263629,Joe Bartolozzi,tiktok,0.82,very_positive,joy,anticipation,casual,very_high,0.7,entertaining,0.68,0.15,0.88,0.87
7562286780653866254,Joe Bartolozzi,tiktok,0.15,neutral,trust,joy,casual,moderate,0.6,entertaining,0.75,0.15,0.65,0.58
7562310038111440141,Joe Bartolozzi,tiktok,-0.35,negative,surprise,sadness,casual,moderate,0.15,confrontational,0.7,0.65,0.75,0.6
7568613851697040654,Joe Bartolozzi,tiktok,-0.65,negative,surprise,anger,casual,high,0.6,confrontational,0.7,0.68,0.75,0.55
7568636259564784909,Joe Bartolozzi,tiktok,0.35,positive,trust,joy,conversational,moderate,0.3,persuasive,0.65,0.2,0.55,0.58
7573803153137683767,Joe Bartolozzi,tiktok,0.65,positive,trust,sadness,professional,moderate,0.0,informative,0.9,0.05,0.95,0.92
7573805850578406670,Joe Bartolozzi,tiktok,0.15,neutral,anticipation,surprise,casual,very_high,0.35,entertaining,0.4,0.25,0.7,0.35
MS4wLjABAAAA4UjX04TzxyE2vEruFwE9TST_aKDsVH0iXauIrEL9_2H_4RT-cxqm,Joe Bartolozzi,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7547029231234993463,Kate Watt Photo,tiktok,0.75,positive,anticipation,joy,casual,moderate,0.2,inspirational,0.65,0.05,0.7,0.72
7548274285731745079,Kate Watt Photo,tiktok,0.75,positive,joy,surprise,casual,very_high,0.6,entertaining,0.7,0.05,0.8,0.72
7548796996451093773,Kate Watt Photo,tiktok,0.65,positive,trust,joy,conversational,moderate,0.2,inspirational,0.65,0.05,0.72,0.55
7551851723262856461,Kate Watt Photo,tiktok,0.35,positive,surprise,joy,casual,moderate,0.65,entertaining,0.75,0.1,0.8,0.78
7552913256466222350,Kate Watt Photo,tiktok,-0.3,negative,surprise,fear,conversational,moderate,0.05,informative,0.75,0.45,0.7,0.72
7554818747064683789,Kate Watt Photo,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.0
7555161484557290765,Kate Watt Photo,tiktok,0.75,positive,joy,surprise,casual,moderate,0.3,entertaining,0.65,0.05,0.7,0.62
7555250836985646349,Kate Watt Photo,tiktok,0.85,very_positive,joy,trust,casual,high,0.2,inspirational,0.7,0.05,0.85,0.75
7555550342683839799,Kate Watt Photo,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7557879876485680439,Kate Watt Photo,tiktok,0.35,positive,anticipation,surprise,casual,moderate,0.2,teasing,0.6,0.1,0.65,0.55
7557884929078562103,Kate Watt Photo,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.6,entertaining,0.75,0.0,0.8,0.78
7558246083869101325,Kate Watt Photo,tiktok,0.85,very_positive,joy,trust,casual,moderate,0.1,entertaining,0.8,0.0,0.82,0.78
7558883597407636749,Kate Watt Photo,tiktok,0.85,very_positive,joy,anticipation,casual,moderate,0.1,inspirational,0.85,0.0,0.9,0.82
7558915504396619063,Kate Watt Photo,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.0
7559229729874677005,Kate Watt Photo,tiktok,0.65,positive,joy,trust,casual,moderate,0.1,entertaining,0.7,0.05,0.75,0.65
7560003198497344823,Kate Watt Photo,tiktok,0.6,positive,joy,anticipation,casual,high,0.4,entertaining,0.45,0.0,0.75,0.55
7560043057702391095,Kate Watt Photo,tiktok,0.82,very_positive,joy,trust,casual,high,0.7,entertaining,0.78,0.05,0.88,0.82
7560380940816633101,Kate Watt Photo,tiktok,0.65,positive,trust,fear,casual,moderate,0.1,inspirational,0.75,0.05,0.6,0.7
7560808768842272013,Kate Watt Photo,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.65,entertaining,0.75,0.05,0.8,0.78
7561144931352317197,Kate Watt Photo,tiktok,0.65,positive,joy,surprise,casual,moderate,0.2,entertaining,0.7,0.1,0.75,0.65
7561187297966722317,Kate Watt Photo,tiktok,0.65,positive,anticipation,joy,casual,high,0.5,entertaining,0.7,0.15,0.75,0.72
7561896279777840439,Kate Watt Photo,tiktok,0.75,positive,joy,anticipation,casual,high,0.25,entertaining,0.7,0.05,0.75,0.65
7562322809687526669,Kate Watt Photo,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.3,entertaining,0.65,0.05,0.75,0.72
7562615136855379214,Kate Watt Photo,tiktok,0.65,positive,anticipation,joy,casual,very_high,0.65,entertaining,0.7,0.3,0.85,0.82
7563070901160283405,Kate Watt Photo,tiktok,0.82,very_positive,joy,surprise,casual,high,0.3,entertaining,0.72,0.05,0.78,0.75
7564061403867254030,Kate Watt Photo,tiktok,0.75,positive,anticipation,joy,casual,very_high,0.4,entertaining,0.65,0.05,0.8,0.78
7564434768901836087,Kate Watt Photo,tiktok,0.85,very_positive,joy,trust,casual,moderate,0.2,entertaining,0.7,0.0,0.6,0.75
7564774985714126111,Kate Watt Photo,tiktok,0.95,very_positive,joy,trust,casual,very_high,0.2,entertaining,0.8,0.05,0.75,0.85
7565249404752497934,Kate Watt Photo,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.3,entertaining,0.8,0.05,0.8,0.82
7566735408906669326,Kate Watt Photo,tiktok,0.65,positive,joy,surprise,casual,moderate,0.15,nostalgic_reflection,0.8,0.2,0.75,0.78
7566807151708998967,Kate Watt Photo,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7567396431854619917,Kate Watt Photo,tiktok,0.55,positive,surprise,joy,casual,high,0.35,entertaining,0.75,0.1,0.72,0.8
7567410197564607758,Kate Watt Photo,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.6,entertaining,0.75,0.0,0.85,0.8
7568175863074786574,Kate Watt Photo,tiktok,0.85,very_positive,joy,trust,casual,moderate,0.1,entertaining,0.75,0.0,0.8,0.78
7568177602259635470,Kate Watt Photo,tiktok,0.85,very_positive,joy,trust,casual,high,0.3,entertaining,0.8,0.0,0.75,0.82
7568261760168365326,Kate Watt Photo,tiktok,0.15,neutral,joy,surprise,casual,high,0.75,entertaining,0.8,0.05,0.85,0.82
7568635415003991310,Kate Watt Photo,tiktok,-0.35,negative,sadness,surprise,casual,moderate,0.4,entertaining,0.55,0.15,0.72,0.62
7569019425081265439,Kate Watt Photo,tiktok,0.75,positive,joy,surprise,casual,very_high,0.6,entertaining,0.7,0.05,0.75,0.65
7569020982829092126,Kate Watt Photo,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7569293076540214541,Kate Watt Photo,tiktok,0.85,very_positive,joy,trust,casual,high,0.2,entertaining,0.75,0.0,0.8,0.78
7569401875234049294,Kate Watt Photo,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7569403645951872270,Kate Watt Photo,tiktok,0.72,positive,joy,surprise,casual,high,0.55,entertaining,0.75,0.05,0.78,0.82
7570370549004635405,Kate Watt Photo,tiktok,0.65,positive,surprise,joy,casual,high,0.6,entertaining,0.75,0.1,0.72,0.78
7570448468355894542,Kate Watt Photo,tiktok,0.75,positive,joy,trust,casual,moderate,0.15,entertaining,0.72,0.0,0.65,0.78
7570798993379298573,Kate Watt Photo,tiktok,0.85,very_positive,joy,trust,casual,moderate,0.2,entertaining,0.6,0.05,0.75,0.72
7571207836038909197,Kate Watt Photo,tiktok,0.75,positive,joy,trust,casual,moderate,0.2,inspirational,0.8,0.0,0.75,0.82
7571603544281828621,Kate Watt Photo,tiktok,0.65,positive,joy,anticipation,casual,high,0.4,entertaining,0.75,0.05,0.8,0.72
7571672286802103566,Kate Watt Photo,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.3,entertaining,0.7,0.05,0.8,0.75
7571686425314250039,Kate Watt Photo,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.2,entertaining,0.65,0.05,0.8,0.72
7573041570077871373,Kate Watt Photo,tiktok,0.75,positive,joy,surprise,casual,very_high,0.6,entertaining,0.7,0.05,0.8,0.72
