video_id,influencer,platform,sentiment_score,sentiment_label,primary_emotion,secondary_emotion,formality,energy_level,humor_level,rhetorical_mode,authenticity_score,controversy_potential,shareability_score,confidence
3709987572643975384,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.42
3712977429687394527,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,moderate,0.0,informative,0.0,0.0,0.1,0.52
3713006779136692515,myteacherface Jessica Hawk,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.42
3713690599896895083,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.3
3713839424481497766,myteacherface Jessica Hawk,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.5,0.0,0.0,0.78
3715014747315112366,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.36
3716647845404597302,myteacherface Jessica Hawk,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.6
3717332968663913290,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.42
3718783951902278631,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.52
3719544088921350302,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.82
3720153009629364193,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.27
3720240309361113315,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.32
3720330778485141885,myteacherface Jessica Hawk,instagram,0.0,neutral,neutral,none,conversational,moderate,0.0,informative,0.5,0.0,0.2,0.33
3721569218757290141,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.36
3721690001852845482,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3723060560897461985,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.72
3723136922136048421,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.1
3723864331428764283,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.26
3724595165177820447,myteacherface Jessica Hawk,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.34
3725203010843733125,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.38
3725965903948374232,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.35
3728305972889751568,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,moderate,0.0,informative,0.5,0.0,0.1,0.1
3729579038231962288,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.23
3731000347079979920,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3731836603745832344,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.15
3733393375014883265,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.05
3733976640742460247,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.1
3734800122346696348,myteacherface Jessica Hawk,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.15
3739887815858762551,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.1
3747746077891071098,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.1
3748594981389971174,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.05
3749234549181104806,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.0,0.85
3749348849283494547,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.62
3750093019845466434,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.45
3750634829827438824,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.59
3752241694986207070,myteacherface Jessica Hawk,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.4
3752815056636574429,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.48
3760054392910211520,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.63
3760890861186949062,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.45
3761959599030065747,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.46
3762861739252714573,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.38
3763725445784094772,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.38
3763742195158187645,myteacherface Jessica Hawk,instagram,0.0,neutral,neutral,none,conversational,moderate,0.0,informative,0.0,0.0,0.0,0.55
3765796594265487404,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.34
3768002961000201193,myteacherface Jessica Hawk,instagram,0.0,neutral,trust,joy,conversational,low,0.0,informative,0.3,0.0,0.1,0.58
3768809997309261232,myteacherface Jessica Hawk,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.25
3770268093995006834,myteacherface Jessica Hawk,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3758860130537513743,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.26
3763825083446976130,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.52
3767377438700593442,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.22
3767896651424964369,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.34
3767926450604284090,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.22
3768005318962926522,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3768052416978692285,New Jersey Shade,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3768099360627352985,New Jersey Shade,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.34
3768128481789020535,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.33
3768166179950123259,New Jersey Shade,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.15
3768187648629573274,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.1
3768256823439756989,New Jersey Shade,instagram,0.0,neutral,neutral,none,casual,low,0.0,informative,0.0,0.0,0.0,0.1
3768635652758900640,New Jersey Shade,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.22
3768830295173841996,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.0,0.72
3769347370472521082,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.29
3769368158886001938,New Jersey Shade,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.55
3769379758317568388,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.2
3769395637088544798,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.25
3769449409693198240,New Jersey Shade,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.35
3769478037201057558,New Jersey Shade,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.05
3769486465010080598,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.65
3769573272498291382,New Jersey Shade,instagram,0.0,neutral,neutral,none,casual,low,0.0,informative,0.0,0.0,0.0,0.55
3769652146384846617,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.15
3769664366397481671,New Jersey Shade,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.25
3770038408304479175,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.46
3770045813784400127,New Jersey Shade,instagram,0.0,neutral,neutral,neutral,casual,low,0.0,informative,0.0,0.0,0.0,0.08
3770061271984050622,New Jersey Shade,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3770068442255840319,New Jersey Shade,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.52
3770072562815543799,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.18
3770076183682716995,New Jersey Shade,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.2
3770083960333337928,New Jersey Shade,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.45
3770092287410936373,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.45
3770099218867400660,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.63
3770111103478100299,New Jersey Shade,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.5,0.0,0.0,0.55
3770115739618484531,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.55
3770126904511802207,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3770139126436811374,New Jersey Shade,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.69
3770142983954983375,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.92
3770148852910387344,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.15
3770159333922415831,New Jersey Shade,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.45
3770175281261780831,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.34
3770202183393444132,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.15
3770234742215136715,New Jersey Shade,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.45
3770242359566130165,New Jersey Shade,instagram,0.0,neutral,neutral,none,casual,low,0.0,informative,0.0,0.0,0.0,0.87
3770263156384929100,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.0,0.36
3770281872585752619,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.39
3770286898678732569,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.16
3770321845896705521,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.42
3770400991389789915,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.18
3770510973614427343,New Jersey Shade,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.18
3359159162951489006,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.38
3692903970012526643,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.78
3702941212844090534,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.48
3720253343563430441,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.44
3721052776295204980,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.0,0.22
3724721579654830065,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.92
3725275938960628487,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.73
3726509786117597480,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3726882307782400537,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.36
3727258165076488597,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.15
3729079993851882148,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.78
3729767196101898445,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.0,0.4
3731698930255008839,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.12
3733841718136413260,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.58
3735222723665656739,NewarkNJblog,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.52
3739903596071639583,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.15
3742867005486538657,NewarkNJblog,instagram,0.0,neutral,neutral,neutral,conversational,low,0.0,informative,0.0,0.0,0.0,0.08
3744891832057267639,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.46
3745432853124373091,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.86
3746252559838218355,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.33
3746923207682010234,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3747677709259400752,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.42
3747864724290539782,NewarkNJblog,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.78
3749077734212423817,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.72
3750092759731429069,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.0,0.42
3750672268285020820,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.5
3750804761340726120,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.52
3751526565281708352,NewarkNJblog,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.55
3751930262260178894,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.76
3752764643946192185,NewarkNJblog,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.82
3752953218704776598,NewarkNJblog,instagram,0.0,neutral,trust,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.64
3753405139315997668,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.35
3753682697651668414,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3754804777386416400,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.97
3755018458904517184,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3755812176947709577,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.85
3756543232432809408,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.96
3757222157617827412,NewarkNJblog,instagram,0.0,neutral,trust,joy,conversational,low,0.0,informative,0.3,0.0,0.1,0.32
3760008647758739881,NewarkNJblog,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.78
3760196346595660066,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.32
3760849561619884376,NewarkNJblog,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.48
3762233398161676181,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.44
3764571652974638940,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.28
3765245836130172958,NewarkNJblog,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.76
3766035483181592281,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.32
3766770078785115057,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.68
3767259297915762157,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.72
3768566392057402765,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,1.0
3768644986242766297,NewarkNJblog,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.12
3770380957195872361,NewarkNJblog,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.49
3761047666315508542,NJ Athletics,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.42
3761052163095922017,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.5
3761108634617790815,NJ Athletics,instagram,0.0,neutral,trust,anticipation,conversational,low,0.0,informative,0.5,0.0,0.1,0.55
3761374889027437166,NJ Athletics,instagram,0.0,neutral,trust,none,conversational,low,0.0,informative,0.3,0.0,0.1,0.58
3761397935703608063,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.2
3761446263297338591,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.18
3761535423882607144,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.45
3761572432886016248,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.53
3762175562988000432,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.48
3762183897556836065,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.88
3762320790042884432,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.45
3762902735797508202,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.1
3763005011669463610,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.34
3763033656358248267,NJ Athletics,instagram,0.0,neutral,trust,anticipation,conversational,low,0.0,informative,0.4,0.0,0.1,0.28
3763073002192898771,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.66
3763074958751814504,NJ Athletics,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.64
3763203535308343411,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.0,0.46
3763229635413576163,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.52
3763612905200611155,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.48
3763643631069456874,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.09
3763768170298633088,NJ Athletics,instagram,0.0,neutral,none,none,casual,low,0.0,informative,0.0,0.0,0.0,0.58
3763826545253995534,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.85
3763869171235734502,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.52
3763988389243564768,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.76
3764584754268893592,NJ Athletics,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.41
3764711095068939641,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.38
3765068692049539976,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.67
3765242801358508073,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.48
3765273655539319383,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.55
3765696114846632024,NJ Athletics,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.68
3765891288496533184,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.55
3765961558297031605,NJ Athletics,instagram,0.0,neutral,trust,anticipation,conversational,low,0.0,informative,0.4,0.0,0.1,0.28
3765977263792905247,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.55
3766007467873333010,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.41
3766027326971464890,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.1
3766031563772173525,NJ Athletics,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.52
3766078498361169352,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.52
3766119213241763002,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.32
3766130858726790013,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.1
3766169548941470165,NJ Athletics,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.5,0.0,0.0,0.7
3766182575786987441,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.83
3766666947435096350,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.55
3767914507021503714,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.79
3767959972572204880,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.68
3768000968051790551,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.27
3768072954472215741,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.42
3769047783492575136,NJ Athletics,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.56
3769055405037883385,NJ Athletics,instagram,0.0,neutral,none,none,neutral,low,0.0,informative,0.0,0.0,0.0,0.55
3770249268348213956,NJ Athletics,instagram,0.0,neutral,neutral,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.45
3770360924788796148,NJ Athletics,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.48
3056481752547489994,NJ Hoop Recruit,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.64
3326582679417925558,NJ Hoop Recruit,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.0,0.0,0.0,0.86
3752691023677057672,NJ Hoop Recruit,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.74
3758549931817774295,NJ Hoop Recruit,instagram,0.0,neutral,trust,anticipation,conversational,low,0.0,informative,0.5,0.0,0.1,0.48
3758567284374351376,NJ Hoop Recruit,instagram,0.0,neutral,none,none,conversational,low,0.0,informative,0.5,0.0,0.1,0.95
