video_id,influencer,platform,main_topic,content_type,content_format,nj_relevance_score,local_vs_universal,tone,target_audience,production_quality,originality_score,analysis_confidence
7558551606640315661,Aiyana Figueroa _aiyanafig,tiktok,Boston Market restaurant closure,lifestyle,vlog,0.7,national,casual,"Millennials and Gen Z with 2000s nostalgia, food enthusiasts",medium,0.6,0.8
7558908328546520334,Aiyana Figueroa _aiyanafig,tiktok,Mountain Creek zipline adventure,promotion,montage,0.9,regional,inspirational,Adventure-seeking millennials and Gen Z in tri-state area interested in fall activities,high,0.4,0.8
7559389343694048525,Aiyana Figueroa _aiyanafig,tiktok,Halloween date night shopping,promotion,montage,0.1,universal,casual,Young couples and individuals interested in budget-friendly seasonal activities,medium,0.3,0.7
7560129044075826445,Aiyana Figueroa _aiyanafig,tiktok,Halloween event giveaway promotion,promotion,montage,0.9,local,casual,Young adults in NJ/NYC area interested in Halloween events and nightlife,medium,0.3,0.85
7560764647956073742,Aiyana Figueroa _aiyanafig,tiktok,Spa beauty treatment promotion,promotion,montage,0.7,regional,inspirational,"NJ women interested in beauty treatments and skincare, likely ages 20-40 with disposable income",medium,0.3,0.9
7561482271060921613,Aiyana Figueroa _aiyanafig,tiktok,Halloween couple costume ideas,lifestyle,montage,0.1,universal,casual,Young couples and Halloween enthusiasts interested in costume inspiration,medium,0.3,0.7
7562227927744580877,Aiyana Figueroa _aiyanafig,tiktok,Fall gift baskets for moms,lifestyle,montage,0.7,regional,inspirational,Young women and teens in New Jersey/tri-state area interested in lifestyle content and family relationships,medium,0.3,0.8
7563359168099388685,Aiyana Figueroa _aiyanafig,tiktok,Halloween cocktail experience promotion,promotion,vlog,0.9,local,casual,21+ New Jersey residents looking for Halloween entertainment and nightlife activities,medium,0.3,0.9
7563732553421671694,Aiyana Figueroa _aiyanafig,tiktok,Coffee promotion at bakery,promotion,vlog,0.8,local,casual,"Coffee enthusiasts and food lovers in northern New Jersey, particularly Morris County area",medium,0.3,0.9
7564093135333248270,Aiyana Figueroa _aiyanafig,tiktok,Coach Coffee Shop Discovery,promotion,vlog,0.9,local,casual,Fashion-conscious millennials and Gen Z in New Jersey/NYC area interested in luxury brands and unique shopping experiences,medium,0.6,0.8
7564450157283101966,Aiyana Figueroa _aiyanafig,tiktok,Asian Halloween food festival,promotion,other,0.9,regional,informative,"NJ/NYC area residents interested in Asian culture, food festivals, and family activities",medium,0.3,0.8
7564856174839975223,Aiyana Figueroa _aiyanafig,tiktok,Vegan restaurant review,lifestyle,vlog,0.8,local,casual,"Food enthusiasts, vegans, and plant-curious individuals in New Jersey",medium,0.6,0.8
7564950765312265485,Aiyana Figueroa _aiyanafig,tiktok,Luxury brand pop-up event,promotion,montage,0.3,regional,casual,"Affluent millennials and Gen Z in NYC metro area interested in luxury brands, art, and exclusive experiences",medium,0.4,0.85
7565207124955942199,Aiyana Figueroa _aiyanafig,tiktok,Date night entertainment venue,promotion,vlog,0.9,local,casual,Young adults and couples in New Jersey looking for entertainment and date night ideas,medium,0.3,0.8
7565577121960103181,Aiyana Figueroa _aiyanafig,tiktok,Brand collaboration coffee makeup,promotion,reaction,0.3,universal,casual,Young women interested in beauty and lifestyle brands,medium,0.4,0.6
7565623266602175757,Aiyana Figueroa _aiyanafig,tiktok,Impulsive shopping haul experience,lifestyle,vlog,0.1,universal,humorous,"Young women interested in beauty and fashion, particularly those who relate to impulse shopping behaviors",medium,0.3,0.7
7565970844959132941,Aiyana Figueroa _aiyanafig,tiktok,Arte Museum NYC promotion,promotion,montage,0.3,regional,inspirational,"Young adults in NYC/NJ area interested in art, experiences, and Instagram-worthy activities",medium,0.4,0.8
7566822153694317838,Aiyana Figueroa _aiyanafig,tiktok,Target shopping haul,lifestyle,vlog,0.1,universal,casual,"Young women interested in shopping, lifestyle content, and Target products",medium,0.2,0.7
7567083431029378359,Aiyana Figueroa _aiyanafig,tiktok,Adult entertainment venue giveaway,promotion,montage,0.9,local,casual,"21+ New Jersey adults interested in nightlife, nostalgia entertainment, and social media contests",medium,0.6,0.85
7567421023373643022,Aiyana Figueroa _aiyanafig,tiktok,New Jersey mountain getaway,promotion,vlog,1.0,regional,inspirational,NYC metro area residents seeking weekend getaways and outdoor activities,medium,0.6,0.85
7567800994319338807,Aiyana Figueroa _aiyanafig,tiktok,Halloween costume content,entertainment,other,0.1,universal,casual,General TikTok users interested in Halloween content and costume ideas,medium,0.3,0.4
7568958446872038669,Aiyana Figueroa _aiyanafig,tiktok,New Jersey fall season,opinion,vlog,0.9,regional,casual,"Young adults and teens, particularly those in/from New Jersey or Northeast region",medium,0.4,0.7
7570063006206266679,Aiyana Figueroa _aiyanafig,tiktok,New Jersey permanent jewelry business,promotion,montage,0.9,local,enthusiastic,"Young women in NJ interested in jewelry, gifts, and social experiences",medium,0.3,0.8
7571138196793199927,Aiyana Figueroa _aiyanafig,tiktok,Hair care product promotion,promotion,montage,0.1,universal,casual,Young women with curly hair interested in hair care products and beauty content,medium,0.3,0.7
7571164427710614839,Aiyana Figueroa _aiyanafig,tiktok,Michael Kors outlet shopping,promotion,vlog,0.9,local,casual,Fashion-conscious women in NJ/NYC metro area interested in luxury shopping deals,medium,0.2,0.8
7571901998715374903,Aiyana Figueroa _aiyanafig,tiktok,Gift basket recommendations,promotion,tutorial,0.1,universal,casual,Young women interested in affordable gift ideas and lifestyle content,medium,0.3,0.7
7572281645282135309,Aiyana Figueroa _aiyanafig,tiktok,Broadway theater experience review,lifestyle,vlog,0.3,regional,inspirational,Young adults in NY/NJ area interested in entertainment and NYC experiences,medium,0.2,0.8
7573748632856382734,Aiyana Figueroa _aiyanafig,tiktok,Fall fashion shopping haul,promotion,montage,0.8,local,casual,Young women in NJ/NYC area interested in affordable fashion and shopping,medium,0.3,0.9
7574138201900698894,Aiyana Figueroa _aiyanafig,tiktok,Dave & Buster's Halloween event,promotion,montage,0.8,regional,casual,Young adults in NJ/NYC area interested in entertainment and nightlife events,medium,0.3,0.85
7574262143026056462,Aiyana Figueroa _aiyanafig,tiktok,Beauty product endorsement request,promotion,talking_head,0.1,universal,casual,"Beauty enthusiasts and followers of makeup brands, particularly Point of View Beauty customers",medium,0.3,0.8
7574866621450161463,Aiyana Figueroa _aiyanafig,tiktok,Orlando ice bar experience,lifestyle,vlog,0.1,universal,casual,"Young adults interested in travel, nightlife, and unique experiences",medium,0.3,0.9
MS4wLjABAAAA0kl7-RW6fo1CwS3lUfZ9sEdXymm23o0SseevlT025PQ3g7-nKfRchCuJP7Fszozo,Aiyana Figueroa _aiyanafig,tiktok,Unable to determine content,other,other,0.0,universal,casual,Cannot determine without content,low,0.0,0.0
7568108629547617566,Bobby bobbyzworld90,tiktok,Political event attendance experience,opinion,talking_head,0.7,regional,casual,NJ Democrats and politically engaged residents,low,0.3,0.4
7568200709955439903,Bobby bobbyzworld90,tiktok,Emotional night experience celebration,lifestyle,vlog,0.3,universal,inspirational,"General TikTok users who follow personal lifestyle content, potentially NJ locals due to hashtag usage",medium,0.4,0.4
7568470234152176926,Bobby bobbyzworld90,tiktok,Election voting mobilization,opinion,talking_head,0.8,regional,inspirational,New Jersey Democrats and Democratic-leaning voters,medium,0.3,0.7
7568547084660411679,Bobby bobbyzworld90,tiktok,2021 New Jersey election,opinion,talking_head,0.9,local,serious,New Jersey residents interested in local politics and election analysis,low,0.4,0.3
7568621976474930463,Bobby bobbyzworld90,tiktok,Post-election process explanation,educational,talking_head,0.8,regional,informative,New Jersey residents seeking civic information and election process education,medium,0.4,0.3
7568667302174952735,Bobby bobbyzworld90,tiktok,Political campaign rally coverage,news,news_report,0.9,local,enthusiastic,Hudson County residents and New Jersey political followers,medium,0.4,0.6
7568823173408476446,Bobby bobbyzworld90,tiktok,New Jersey voting encouragement,opinion,other,1.0,local,serious,"New Jersey residents eligible to vote, particularly younger demographics on TikTok",low,0.2,0.6
7568866408138902814,Bobby bobbyzworld90,tiktok,Election anxiety management,lifestyle,talking_head,0.7,regional,casual,"New Jersey residents experiencing election-related stress, likely young adults",low,0.4,0.6
7568876037120036126,Bobby bobbyzworld90,tiktok,Voting encouragement and protection,news,news_report,0.8,regional,serious,New Jersey voters concerned about election integrity and voting access,medium,0.4,0.6
7569126219128622366,Bobby bobbyzworld90,tiktok,Election night commentary analysis,opinion,talking_head,0.8,regional,serious,New Jersey residents interested in political commentary and election analysis,medium,0.3,0.2
7569302839898557726,Bobby bobbyzworld90,tiktok,New Jersey Election Night Coverage,news,interview,1.0,local,serious,"New Jersey residents interested in state and local politics, particularly Democratic voters",medium,0.7,0.8
7569407565860277535,Bobby bobbyzworld90,tiktok,New Jersey midterm elections,opinion,talking_head,1.0,local,serious,New Jersey residents interested in local politics and elections,medium,0.3,0.7
7569597326482771230,Bobby bobbyzworld90,tiktok,NJ post-election political aftermath,news,news_report,1.0,local,informative,NJ residents interested in local politics and Democratic party developments,medium,0.6,0.7
7569597768612859167,Bobby bobbyzworld90,tiktok,Mikie Sherrill Governor Campaign Analysis,opinion,talking_head,1.0,local,serious,New Jersey residents interested in local politics and media literacy,low,0.7,0.6
7569986140053261598,Bobby bobbyzworld90,tiktok,New Jersey cultural stereotypes,entertainment,talking_head,0.9,regional,humorous,New Jersey residents and those familiar with NJ cultural stereotypes,medium,0.6,0.7
7570169233380773151,Bobby bobbyzworld90,tiktok,New Jersey election polling accuracy,opinion,talking_head,0.9,regional,informative,New Jersey residents interested in local politics and election analysis,medium,0.6,0.7
7570348193381092638,Bobby bobbyzworld90,tiktok,Dog playing fetch behavior,lifestyle,vlog,0.3,universal,humorous,"Pet owners and dog lovers, particularly those with experience in dog training or behavior",medium,0.4,0.6
7570383435672325406,Bobby bobbyzworld90,tiktok,ALDI wine advent calendar availability,lifestyle,talking_head,0.9,regional,casual,New Jersey residents who shop at ALDI and are interested in wine/holiday products,medium,0.7,0.8
7570566288129445151,Bobby bobbyzworld90,tiktok,Political content consumption overwhelm,reaction,talking_head,0.1,universal,casual,Young adults navigating political content and engagement,low,0.3,0.4
7570695701789674782,Bobby bobbyzworld90,tiktok,Voter turnout and election narratives,opinion,talking_head,0.3,national,serious,"Politically engaged social media users, likely Democratic-leaning voters concerned about election narratives",medium,0.6,0.7
7570758948882533662,Bobby bobbyzworld90,tiktok,Traditional media criticism,opinion,talking_head,0.1,national,provocative,Political content consumers skeptical of mainstream media,medium,0.3,0.6
7570771335199165727,Bobby bobbyzworld90,tiktok,New Jersey election analysis,opinion,talking_head,1.0,local,analytical,NJ residents interested in local politics and election analysis,medium,0.7,0.7
7571130139996704030,Bobby bobbyzworld90,tiktok,Government shutdown messaging criticism,opinion,talking_head,0.1,national,frustrated|critical,politically engaged social media users interested in government accountability,low,0.3,0.6
7571244062854941982,Bobby bobbyzworld90,tiktok,New Jersey election timing,news,talking_head,0.9,local,casual,New Jersey residents interested in local politics and civic engagement,medium,0.6,0.4
7571467927103311135,Bobby bobbyzworld90,tiktok,New Jersey drone conspiracy theories,opinion,talking_head,0.9,regional,casual,New Jersey residents who followed the drone situation and conspiracy theory enthusiasts,low,0.3,0.7
7571530974924786974,Bobby bobbyzworld90,tiktok,Dancing with the Stars controversy,opinion,reaction,0.1,universal,casual,Millennials and reality TV fans who follow Dancing with the Stars,medium,0.3,0.4
7571580408945446174,Bobby bobbyzworld90,tiktok,NJ political commentary filming,reaction,reaction,0.9,local,casual,NJ residents interested in local politics and behind-the-scenes content,low,0.4,0.7
7571963867115293982,Bobby bobbyzworld90,tiktok,Epstein controversy political implications,opinion,talking_head,0.1,national,provocative,Political conspiracy theorists and those interested in Epstein-related controversies,low,0.2,0.3
7572003084155538719,Bobby bobbyzworld90,tiktok,Democratic campaign strategy advice,opinion,talking_head,0.8,regional,provocative,New Jersey Democrats and political enthusiasts interested in campaign strategy,medium,0.4,0.6
7572011683774811423,Bobby bobbyzworld90,tiktok,Democratic Party Criticism,opinion,talking_head,0.3,national,serious,"Political moderates and disaffected Democrats, particularly in New Jersey",medium,0.4,0.6
7572229312523390239,Bobby bobbyzworld90,tiktok,Celebrity red carpet interaction,opinion,reaction,0.1,universal,provocative,"Pop culture fans, particularly Ariana Grande and Wicked musical fans",medium,0.3,0.7
7572244636446493983,Bobby bobbyzworld90,tiktok,NJ Lt Governor congressional bid,news,news_report,1.0,regional,serious,New Jersey residents interested in local politics and political developments,medium,0.3,0.6
7572328420273704223,Bobby bobbyzworld90,tiktok,Epstein congressional investigation emails,news,reaction,0.1,national,provocative,Political conspiracy and true crime content consumers,low,0.2,0.4
7572391055253916959,Bobby bobbyzworld90,tiktok,Harry Potter millennial nostalgia,lifestyle,other,0.0,universal,humorous,"Millennial TikTok users, particularly those who are Harry Potter fans and/or biracial",low,0.3,0.6
7572642290393468191,Bobby bobbyzworld90,tiktok,Political scandal commentary,opinion,reaction,0.1,national,humorous,Young adults interested in political commentary and scandal discussion,low,0.2,0.6
7572729659587054878,Bobby bobbyzworld90,tiktok,Trump political reaction commentary,reaction,reaction,0.1,national,humorous,Young social media users interested in political commentary and humor,low,0.3,0.6
7572784221312339231,Bobby bobbyzworld90,tiktok,Political celebrity gossip speculation,reaction,reaction,0.1,national,dramatic,Political gossip consumers and social media users interested in celebrity/politician scandals,low,0.2,0.6
7573051239068486943,Bobby bobbyzworld90,tiktok,Political anticipation and pressure,opinion,talking_head,0.1,national,provocative,Political followers interested in Trump and Clinton developments,low,0.3,0.4
7573073574848728351,Bobby bobbyzworld90,tiktok,Political figure comparison humor,entertainment,reaction,0.1,national,humorous,Social media users interested in political humor and commentary,low,0.3,0.4
7573374086714248479,Bobby bobbyzworld90,tiktok,New Jersey Republican messaging,opinion,talking_head,0.9,regional,provocative,New Jersey Democrats and progressive voters interested in state politics,medium,0.4,0.6
7573694378812787999,Bobby bobbyzworld90,tiktok,New Jersey political campaign preparation,opinion,talking_head,0.9,regional,casual,New Jersey Democrats and political activists interested in local elections,medium,0.4,0.6
7573725907655871774,Bobby bobbyzworld90,tiktok,MSNBC logo/branding change criticism,opinion,reaction,0.1,national,casual,News consumers and social media users interested in media criticism,low,0.3,0.6
7573785734826495262,Bobby bobbyzworld90,tiktok,MSNBC corporate branding critique,opinion,talking_head,0.1,national,provocative,Social media users interested in media criticism and corporate transparency,low,0.3,0.4
7573830533730323742,Bobby bobbyzworld90,tiktok,Christmas decoration shopping desire,lifestyle,other,0.1,universal,casual,Holiday decorating enthusiasts and people interested in Christmas village collections,low,0.3,0.4
7573936592935456030,Bobby bobbyzworld90,tiktok,Wicked movie review reaction,reaction,reaction,0.1,universal,dramatic,"Musical theater fans, Ariana Grande fans, movie enthusiasts",medium,0.3,0.6
7574055165548875039,Bobby bobbyzworld90,tiktok,Wicked movie fan reaction,reaction,reaction,0.1,universal,dramatic,Musical theater fans and Wicked enthusiasts,low,0.2,0.6
7574457450720496926,Bobby bobbyzworld90,tiktok,Local political candidate recruitment,promotion,talking_head,0.9,local,casual,NJ residents running for or considering local political office,medium,0.6,0.7
7574796853389184287,Bobby bobbyzworld90,tiktok,New Jersey political networking event,news,vlog,1.0,local,casual,New Jersey residents interested in local politics and Democratic candidates,medium,0.3,0.7
MS4wLjABAAAAUT0nPgrDhVNz2rJSoW5tSPU4YoQwhjoYme5wCPmDrrbdpTsqkChD87lVrlBVYsri,Bobby bobbyzworld90,tiktok,Unable to determine content,other,other,0.0,universal,casual,Cannot determine without content,low,0.0,0.0
7559784306969726239,byerikabatista,tiktok,Sleep deprivation humor,entertainment,other,0.2,universal,humorous,"Parents, especially mothers, who relate to sleep deprivation and daily exhaustion",medium,0.3,0.6
7559799030679751967,byerikabatista,tiktok,Kitchen decor shopping finds,lifestyle,montage,0.1,universal,casual,Home decor enthusiasts seeking affordable luxury alternatives,medium,0.3,0.7
7560030167586966814,byerikabatista,tiktok,Marriage food expectations humor,entertainment,skit,0.0,universal,humorous,Married couples and people in relationships who enjoy relationship humor content,medium,0.3,0.6
7560321454202555679,byerikabatista,tiktok,Cardi B inspired confidence,lifestyle,other,0.2,universal,inspirational,Mothers over 40 seeking confidence and self-expression inspiration,medium,0.3,0.4
7560462243305934110,byerikabatista,tiktok,Marriage relationship comedy,entertainment,skit,0.0,universal,humorous,Married couples and people in committed relationships seeking relatable content,medium,0.3,0.4
7560713295498431775,byerikabatista,tiktok,Monday motivational content,lifestyle,other,0.1,universal,inspirational,"General social media users seeking motivational content, particularly those following lifestyle influencers",medium,0.2,0.6
7560775035992935710,byerikabatista,tiktok,L'Oreal makeup setting spray review,promotion,tutorial,0.0,universal,casual,"Beauty enthusiasts and makeup users, primarily young women interested in cosmetics",medium,0.2,0.7
7560808393871510814,byerikabatista,tiktok,Relationship milestone reflection,lifestyle,montage,0.0,universal,inspirational,Young women interested in relationship content and faith-based perspectives on love,medium,0.2,0.6
7560886557515746590,byerikabatista,tiktok,Fall fashion pullover recommendations,lifestyle,montage,0.3,universal,casual,"Women over 40, particularly mothers in New Jersey, interested in fall fashion",medium,0.2,0.6
7560893451902995742,byerikabatista,tiktok,Sunday family lifestyle vlog,lifestyle,vlog,0.3,universal,casual,"Mothers and parents interested in family lifestyle content, particularly those undertaking home renovation projects",medium,0.2,0.6
7562569189215587615,byerikabatista,tiktok,Personal connection with audience,lifestyle,talking_head,0.3,universal,casual,NJ mothers and regular followers seeking personal connection,medium,0.2,0.4
7562569197121785118,byerikabatista,tiktok,Millennial mom identity pride,lifestyle,other,0.3,universal,casual,"Millennial mothers over 40, particularly those who relate to generational pride and mom culture",medium,0.3,0.4
7562747190498610463,byerikabatista,tiktok,Last-minute Halloween clown costume,lifestyle,tutorial,0.1,universal,casual,Mothers over 40 looking for quick Halloween costume ideas,medium,0.3,0.6
7562930407390465310,byerikabatista,tiktok,Solo mom getaway staycation,lifestyle,vlog,0.7,regional,casual,"NJ mothers over 40, particularly those with multiple children seeking work-life balance inspiration",medium,0.4,0.6
7563376298467413278,byerikabatista,tiktok,Content creator business success,lifestyle,talking_head,0.4,universal,inspirational,"Female content creators and work-from-home mothers, particularly in New Jersey",medium,0.3,0.7
7563491762191273246,byerikabatista,tiktok,Fall fashion handbag showcase,promotion,montage,0.2,universal,casual,"Women over 40 interested in fashion, particularly New Jersey mothers seeking style inspiration",medium,0.3,0.7
7563496472893787422,byerikabatista,tiktok,Overwhelmed mom juggling responsibilities,lifestyle,vlog,0.3,universal,humorous,"Millennial and Gen X mothers, particularly those over 40 managing multiple responsibilities",medium,0.4,0.7
7563501892555312414,byerikabatista,tiktok,Home decor shopping haul,lifestyle,montage,0.1,universal,casual,Young women interested in affordable home decor and holiday decorating,medium,0.3,0.7
7563694512967666974,byerikabatista,tiktok,Latina motherhood empowerment,lifestyle,other,0.3,universal,inspirational,"Latina mothers, particularly those over 40 in New Jersey and broader Hispanic communities",medium,0.4,0.6
7563844396328750367,byerikabatista,tiktok,Work-life balance struggles,entertainment,skit,0.3,universal,humorous,"Mothers over 40, particularly in New Jersey, seeking relatable content about life balance",medium,0.4,0.6
7564248462179552543,byerikabatista,tiktok,Gemini zodiac sign celebration,lifestyle,talking_head,0.2,universal,casual,"Gemini zodiac believers, particularly mothers over 40, with some appeal to Bad Bunny fans",medium,0.2,0.7
7564250684535737630,byerikabatista,tiktok,DIY Halloween costume tutorial,lifestyle,tutorial,0.1,universal,casual,Parents and families looking for affordable Halloween costume ideas,medium,0.3,0.7
7565150236218264862,byerikabatista,tiktok,Christmas shopping at HomeGoods,lifestyle,vlog,0.1,universal,inspirational,"Women interested in home decor and holiday shopping, likely millennials and Gen Z",medium,0.2,0.6
7565677677743492382,byerikabatista,tiktok,Holiday mug product showcase,lifestyle,montage,0.2,universal,casual,"Women interested in home decor and seasonal styling, particularly mothers",medium,0.3,0.8
7565699273640135967,byerikabatista,tiktok,Wife life throwback humor,lifestyle,other,0.7,universal,humorous,"NJ mothers over 40, married women, content creators",medium,0.3,0.6
7565969207276408094,byerikabatista,tiktok,Daily life family routine,lifestyle,montage,0.4,universal,casual,"Millennial mothers, particularly those in their 30s-40s with multiple children",medium,0.3,0.6
7566094893945310495,byerikabatista,tiktok,Fall fashion outfit showcase,lifestyle,montage,0.3,universal,casual,"Mothers over 40, particularly in NJ, interested in accessible fashion and lifestyle content",medium,0.4,0.7
7566346455779216670,byerikabatista,tiktok,Holiday shopping home decor,lifestyle,vlog,0.3,universal,casual,Parents and homeowners interested in holiday decorating and affordable home goods,medium,0.2,0.7
7566769919723900191,byerikabatista,tiktok,Get Ready With Me,lifestyle,vlog,0.3,universal,casual,New Jersey mothers over 40 interested in beauty and lifestyle content,medium,0.4,0.6
7567080533067418910,byerikabatista,tiktok,Fashion jumpsuit recommendation,promotion,talking_head,0.2,universal,casual,"Women over 40, particularly mothers, interested in affordable fashion and style inspiration",medium,0.3,0.8
7567092032963955998,byerikabatista,tiktok,Reality TV Show Commentary,reaction,reaction,0.1,universal,provocative,"Reality TV viewers, particularly those who enjoy critiquing participant behavior",low,0.2,0.7
7567201211363986718,byerikabatista,tiktok,Digital file organization solution,promotion,talking_head,0.0,universal,casual,"Young adults and students juggling multiple digital responsibilities (work, school, family)",medium,0.2,0.9
7568486813631810846,byerikabatista,tiktok,Childhood trauma survival,lifestyle,other,0.3,universal,inspirational,"Mothers and trauma survivors, particularly in New Jersey community",low,0.3,0.4
7568490100837862686,byerikabatista,tiktok,Parenting struggles and love,lifestyle,other,0.3,universal,humorous,"New Jersey mothers, particularly those over 40 with multiple children",low,0.2,0.4
7568532654203669790,byerikabatista,tiktok,Beauty makeup tutorial recommendation,promotion,tutorial,0.1,universal,casual,Working mothers and women in their 30s-40s seeking efficient beauty routines,medium,0.3,0.8
7568655894565621022,byerikabatista,tiktok,Kitchen renovation progress update,lifestyle,vlog,0.3,universal,casual,NJ mothers and homeowners going through similar renovation experiences,medium,0.4,0.6
7568656922375671071,byerikabatista,tiktok,Store opening promotion,promotion,montage,0.9,local,casual,"NJ women, particularly mothers interested in fashion, shopping, and local activities",medium,0.3,0.8
7568664815787314462,byerikabatista,tiktok,HomeGoods product recommendation,promotion,talking_head,0.2,universal,casual,Women over 40 interested in home decor and affordable luxury items,medium,0.3,0.8
7568913469047622942,byerikabatista,tiktok,Eye cream product recommendation,promotion,talking_head,0.1,universal,casual,Women 35-50 interested in accessible anti-aging skincare solutions,medium,0.2,0.9
7569052640730991902,byerikabatista,tiktok,Election victory celebration,opinion,reaction,0.9,local,celebratory,"New Jersey residents, particularly mothers and Mikie Sherrill supporters",medium,0.3,0.7
7569339380872072479,byerikabatista,tiktok,Old Navy fashion promotion,promotion,montage,0.3,universal,casual,Mothers in New Jersey and beyond looking for affordable children's fashion and shopping deals,medium,0.2,0.8
7570023036649229598,byerikabatista,tiktok,Children's health supplement promotion,promotion,talking_head,0.1,universal,casual,Spanish-speaking mothers with young children concerned about nutrition,medium,0.2,0.8
7570571132512832799,byerikabatista,tiktok,Christmas home decoration inspiration,lifestyle,montage,0.1,universal,inspirational,"Home decor enthusiasts interested in luxury aesthetics on a budget, primarily women 25-45",medium,0.3,0.8
7570805272143252767,byerikabatista,tiktok,Content creation seasonal challenges,lifestyle,talking_head,0.3,universal,casual,Content creators and social media users who understand seasonal creative challenges,medium,0.4,0.6
7571588809721203998,byerikabatista,tiktok,Women's undergarment lifestyle choices,lifestyle,other,0.1,universal,humorous,Women over 40 seeking community and validation for non-conformist lifestyle choices,medium,0.3,0.6
7571676388319677727,byerikabatista,tiktok,TikTok nostalgia and change,opinion,talking_head,0.3,universal,casual,"TikTok users who remember earlier platform iterations, likely millennials and Gen Z",medium,0.2,0.4
7572409533901917470,byerikabatista,tiktok,Holiday makeup tutorial,lifestyle,tutorial,0.1,universal,inspirational,Women over 40 interested in accessible beauty content and holiday makeup,medium,0.3,0.9
